frame,timestamp,L,a,b,agtron_interpolado,origem_video
1204,39.401,152.537,125.938,131.208,85.978,v1
1205,39.433,156.362,125.404,130.477,85.97,v1
1206,39.465,158.601,125.48,130.265,85.963,v1
1207,39.501,157.261,125.754,130.093,85.954,v1
1208,39.533,156.659,125.556,130.109,85.947,v1
1209,39.565,155.449,126.061,130.082,85.939,v1
1210,39.597,155.879,125.665,130.153,85.931,v1
1211,39.629,155.764,125.34,130.239,85.924,v1
1212,39.665,152.018,125.625,129.998,85.915,v1
1213,39.697,148.481,125.44,130.29,85.908,v1
1214,39.729,149.89,125.979,129.784,85.9,v1
1215,39.761,154.283,125.847,130.657,85.893,v1
1216,39.793,157.802,125.646,131.163,85.885,v1
1217,39.825,155.444,125.947,130.264,85.878,v1
1218,39.861,158.537,125.443,130.227,85.869,v1
1219,39.893,160.505,125.034,129.871,85.862,v1
1220,39.925,158.656,124.928,130.232,85.854,v1
1221,39.957,160.466,125.04,130.321,85.846,v1
1222,39.989,158.376,125.314,130.039,85.839,v1
1223,40.025,158.95,125.443,130.202,85.83,v1
1224,40.057,157.359,125.622,129.702,85.823,v1
1225,40.089,157.974,125.258,130.162,85.815,v1
1226,40.121,155.897,125.542,129.773,85.808,v1
1227,40.153,154.013,125.412,130.13,85.8,v1
1228,40.189,156.894,125.618,130.196,85.792,v1
1229,40.221,155.653,125.472,130.004,85.784,v1
1230,40.253,155.979,125.906,129.944,85.777,v1
1231,40.285,154.146,126.097,130.04,85.769,v1
1232,40.317,158.374,126.285,130.862,85.762,v1
1233,40.349,157.337,126.435,130.217,85.754,v1
1234,40.385,157.175,125.888,129.936,85.745,v1
1235,40.417,158.6,125.856,130.586,85.738,v1
1236,40.449,158.54,126.023,130.888,85.73,v1
1237,40.481,157.075,126.467,130.879,85.723,v1
1238,40.513,156.926,126.122,130.394,85.715,v1
1239,40.549,159.241,125.445,130.553,85.707,v1
1240,40.581,156.916,125.984,130.499,85.699,v1
1241,40.613,157.019,126.058,130.067,85.692,v1
1242,40.645,158.472,125.63,130.075,85.684,v1
1243,40.677,155.263,125.693,130.025,85.677,v1
1244,40.713,156.46,125.298,130.317,85.668,v1
1245,40.745,156.051,125.277,130.404,85.66,v1
1246,40.777,156.913,126.047,130.209,85.653,v1
1247,40.809,153.327,125.889,130.329,85.645,v1
1248,40.841,153.466,126.798,130.706,85.638,v1
1249,40.873,158.895,126.171,130.448,85.63,v1
1250,40.909,159.609,125.832,130.122,85.622,v1
1251,40.941,157.903,125.14,130.233,85.614,v1
1252,40.973,156.111,125.152,130.447,85.607,v1
1253,41.005,156.384,125.439,130.734,85.599,v1
1254,41.037,157.349,125.801,131.177,85.592,v1
1255,41.073,155.877,125.578,131.191,85.583,v1
1256,41.105,154.425,125.818,130.372,85.576,v1
1257,41.137,157.872,125.717,130.904,85.568,v1
1258,41.169,159.623,126.06,130.391,85.56,v1
1259,41.201,158.458,125.443,130.591,85.553,v1
1260,41.237,159.122,125.414,131.311,85.544,v1
1261,41.269,158.427,126.008,131.035,85.537,v1
1262,41.301,156.159,126.025,130.922,85.529,v1
1263,41.333,155.549,125.778,131.534,85.522,v1
1264,41.365,159.229,126.361,131.073,85.514,v1
1265,41.397,160.31,126.098,130.862,85.507,v1
1266,41.433,165.831,126.355,131.029,85.498,v1
1267,41.465,159.678,126.139,130.748,85.491,v1
1268,41.497,158.695,126.526,130.069,85.483,v1
1269,41.529,159.369,125.609,130.039,85.475,v1
1270,41.561,159.558,125.564,130.641,85.468,v1
1271,41.597,158.54,125.416,130.656,85.459,v1
1272,41.629,159.47,125.796,129.912,85.452,v1
1273,41.661,163.166,125.268,130.404,85.444,v1
1274,41.693,158.917,125.591,130.451,85.437,v1
1275,41.725,156.207,125.699,130.453,85.429,v1
1276,41.761,156.159,125.639,130.544,85.421,v1
1277,41.793,152.768,125.553,130.954,85.413,v1
1278,41.825,155.41,126.006,130.659,85.406,v1
1279,41.857,158.919,126.584,130.3,85.398,v1
1280,41.889,157.211,125.733,131.089,85.39,v1
1281,41.921,155.936,126.017,130.4,85.383,v1
1282,41.957,155.558,125.765,131.044,85.374,v1
1283,41.989,156.3,126.123,130.298,85.367,v1
1284,42.021,158.761,126.012,130.389,85.359,v1
1285,42.053,158.555,125.593,130.185,85.352,v1
1286,42.085,157.837,125.921,130.362,85.344,v1
1287,42.121,157.524,125.737,131.124,85.336,v1
1288,42.153,158.004,126.223,130.844,85.328,v1
1289,42.185,156.126,125.747,131.763,85.321,v1
1290,42.217,156.607,126.366,130.825,85.313,v1
1291,42.249,153.134,126.05,130.746,85.305,v1
1292,42.285,155.445,126.497,131.02,85.297,v1
1293,42.317,151.474,126.757,130.713,85.289,v1
1294,42.349,154.58,126.761,130.842,85.282,v1
1295,42.381,156.249,126.148,130.786,85.274,v1
1296,42.413,157.155,125.889,130.798,85.267,v1
1297,42.445,157.7,126.328,130.954,85.259,v1
1298,42.481,156.712,126.296,131.008,85.251,v1
1299,42.513,157.366,126.435,131.106,85.243,v1
1300,42.545,155.858,125.959,131.261,85.236,v1
1301,42.577,154.793,126.257,130.912,85.228,v1
1302,42.609,156.484,125.998,131.256,85.22,v1
1303,42.645,160.264,126.418,131.484,85.212,v1
1304,42.677,155.945,126.596,131.363,85.204,v1
1305,42.709,168.34,127.097,130.762,85.197,v1
1306,42.741,169.182,126.832,131.588,85.189,v1
1307,42.773,159.946,126.867,130.819,85.182,v1
1308,42.809,180.419,128.147,130.894,85.173,v1
1309,42.841,158.218,126.304,130.747,85.166,v1
1310,42.873,155.601,125.578,130.888,85.158,v1
1311,42.905,160.013,125.992,130.917,85.151,v1
1312,42.937,158.322,126.32,131.189,85.143,v1
1313,42.969,158.752,126.507,131.043,85.135,v1
1314,43.005,158.552,126.432,131.009,85.127,v1
1315,43.037,156.553,126.265,130.436,85.119,v1
1316,43.069,155.839,126.026,130.416,85.112,v1
1317,43.101,155.244,125.933,130.729,85.104,v1
1318,43.133,156.8,125.597,130.952,85.097,v1
1319,43.169,157.622,125.953,130.918,85.088,v1
1320,43.201,154.521,126.357,131.043,85.081,v1
1321,43.233,152.844,126.768,130.792,85.073,v1
1322,43.265,153.227,127.144,131.482,85.066,v1
1323,43.297,155.732,126.546,131.288,85.058,v1
1324,43.333,155.299,126.114,131.071,85.05,v1
1325,43.365,156.412,126.361,130.679,85.042,v1
1326,43.397,157.109,125.576,131.965,85.034,v1
1327,43.429,161.473,126.233,131.464,85.027,v1
1328,43.461,157.729,125.951,131.106,85.019,v1
1329,43.493,160.042,125.999,131.131,85.012,v1
1330,43.529,161.006,125.505,131.038,85.003,v1
1331,43.561,159.776,125.926,130.474,84.996,v1
1332,43.593,157.615,125.999,131.117,84.988,v1
1333,43.625,161.213,126.002,131.214,84.981,v1
1334,43.657,175.843,125.684,130.547,84.973,v1
1335,43.693,159.193,125.737,131.128,84.965,v1
1336,43.725,160.95,125.678,131.078,84.957,v1
1337,43.757,158.425,126.342,130.821,84.949,v1
1338,43.789,160.225,126.222,130.956,84.942,v1
1339,43.821,160.54,125.437,130.691,84.934,v1
1340,43.857,158.713,125.542,130.938,84.926,v1
1341,43.889,159.968,125.192,130.768,84.918,v1
1342,43.921,160.802,124.663,131.126,84.911,v1
1343,43.953,160.368,124.93,130.711,84.903,v1
1344,43.985,159.672,126.176,130.38,84.896,v1
1345,44.017,157.101,126.109,130.544,84.888,v1
1346,44.053,163.448,126.076,130.883,84.88,v1
1347,44.085,158.245,125.848,130.846,84.872,v1
1348,44.117,159.056,125.446,130.605,84.865,v1
1349,44.149,161.552,125.489,130.415,84.857,v1
1350,44.181,159.582,125.251,130.851,84.849,v1
1351,44.217,233.791,127.39,134.9,84.841,v1
1352,44.249,155.851,125.265,130.4,84.833,v1
1353,44.281,158.058,124.985,130.816,84.826,v1
1354,44.313,159.293,125.076,130.713,84.818,v1
1355,44.345,158.931,124.696,130.614,84.811,v1
1356,44.381,154.695,125.179,130.004,84.802,v1
1357,44.413,151.934,124.868,129.175,84.795,v1
1358,44.445,148.789,124.642,129.994,84.787,v1
1359,44.477,157.643,123.982,130.111,84.78,v1
1360,44.509,161.885,123.933,129.618,84.772,v1
1361,44.541,156.737,123.761,130.15,84.764,v1
1362,44.577,155.799,124.072,130.219,84.756,v1
1363,44.609,155.134,124.68,130.464,84.748,v1
1364,44.641,156.666,125.548,130.486,84.741,v1
1365,44.673,158.46,125.378,130.79,84.733,v1
1366,44.705,155.756,124.985,130.336,84.726,v1
1367,44.741,156.723,124.909,130.486,84.717,v1
1368,44.773,159.717,124.816,130.873,84.71,v1
1369,44.805,160.605,125.453,130.462,84.702,v1
1370,44.837,163.067,125.559,131.677,84.695,v1
1371,44.869,158.796,126.436,131.146,84.687,v1
1372,44.905,154.655,126.759,131.159,84.678,v1
1373,44.937,154.937,126.797,131.153,84.671,v1
1374,44.969,152.963,126.434,130.99,84.663,v1
1375,45.001,158.778,125.963,130.677,84.656,v1
1376,45.033,157.062,126.203,130.783,84.648,v1
1377,45.065,160.223,125.285,130.853,84.641,v1
1378,45.101,160.213,125.516,130.251,84.632,v1
1379,45.133,152.924,125.111,130.633,84.625,v1
1380,45.165,161.767,125.46,130.358,84.617,v1
1381,45.197,242.513,128.001,130.203,84.61,v1
1382,45.229,160.651,124.876,130.628,84.602,v1
1383,45.265,160.954,124.694,130.225,84.594,v1
1384,45.297,157.649,125.095,130.421,84.586,v1
1385,45.329,158.128,125.016,130.306,84.578,v1
1386,45.361,161.218,125.094,130.46,84.571,v1
1387,45.393,159.165,124.943,130.229,84.563,v1
1388,45.429,155.664,124.599,129.948,84.555,v1
1389,45.461,152.895,124.653,130.008,84.547,v1
1390,45.493,151.701,125.504,129.674,84.54,v1
1391,45.525,152.263,125.59,129.438,84.532,v1
1392,45.557,155.44,125.262,129.996,84.525,v1
1393,45.589,154.353,125.022,130.302,84.517,v1
1394,45.625,156.283,125.225,129.96,84.509,v1
1395,45.657,157.106,124.978,130.026,84.501,v1
1396,45.689,157.359,125.129,129.462,84.493,v1
1397,45.721,162.356,125.28,129.724,84.486,v1
1398,45.753,162.271,125.002,130.136,84.478,v1
1399,45.789,158.933,124.814,130.375,84.47,v1
1400,45.821,155.971,124.41,129.806,84.462,v1
1401,45.853,155.955,124.584,130.029,84.455,v1
1402,45.885,155.268,124.692,130.301,84.447,v1
1403,45.917,153.75,125.122,129.656,84.44,v1
1404,45.953,151.891,124.925,129.995,84.431,v1
1405,45.985,154.355,125.622,130.189,84.424,v1
1406,46.017,166.485,126.261,129.958,84.416,v1
1407,46.049,162.706,125.23,130.71,84.408,v1
1408,46.081,151.298,124.74,130.258,84.401,v1
1409,46.113,153.653,124.591,129.94,84.393,v1
1410,46.149,156.94,124.442,129.595,84.385,v1
1411,46.181,163.789,124.587,129.805,84.377,v1
1412,46.213,159.314,124.441,129.493,84.37,v1
1413,46.245,158.953,124.028,129.96,84.362,v1
1414,46.277,158.17,124.247,129.591,84.355,v1
1415,46.313,151.603,124.99,129.558,84.346,v1
1416,46.345,155.225,125.771,129.864,84.339,v1
1417,46.377,151.534,125.018,129.441,84.331,v1
1418,46.409,154.617,125.391,129.928,84.323,v1
1419,46.441,157.343,125.383,129.535,84.316,v1
1420,46.477,156.0,124.84,129.603,84.307,v1
1421,46.509,151.477,124.234,129.855,84.3,v1
1422,46.541,149.856,124.664,129.196,84.292,v1
1423,46.573,177.307,126.059,130.84,84.285,v1
1424,46.605,154.704,124.491,129.89,84.277,v1
1425,46.637,155.9,124.479,129.958,84.27,v1
1426,46.673,152.338,124.217,130.091,84.261,v1
1427,46.705,153.097,124.666,129.805,84.254,v1
1428,46.737,155.195,124.113,129.727,84.246,v1
1429,46.769,155.446,124.104,130.084,84.238,v1
1430,46.801,156.187,124.372,129.645,84.231,v1
1431,46.837,155.973,124.203,129.812,84.222,v1
1432,46.869,156.046,124.776,129.499,84.215,v1
1433,46.901,152.397,124.928,129.804,84.207,v1
1434,46.933,149.648,125.31,130.291,84.2,v1
1435,46.965,153.022,125.196,130.056,84.192,v1
1436,47.001,155.385,124.893,129.95,84.184,v1
1437,47.033,149.662,124.803,129.854,84.176,v1
1438,47.065,149.36,124.686,129.816,84.169,v1
1439,47.097,152.552,124.878,129.617,84.161,v1
1440,47.129,154.236,124.146,129.735,84.154,v1
1441,47.161,153.359,124.085,129.671,84.146,v1
1442,47.197,150.451,123.734,129.638,84.137,v1
1443,47.229,152.704,124.282,129.5,84.13,v1
1444,47.261,154.238,124.795,130.115,84.122,v1
1445,47.293,154.825,124.424,130.014,84.115,v1
1446,47.325,154.02,124.578,129.801,84.107,v1
1447,47.361,153.48,124.948,130.009,84.099,v1
1448,47.393,153.723,124.957,130.619,84.091,v1
1449,47.425,155.934,125.53,130.252,84.084,v1
1450,47.457,154.394,125.255,131.045,84.076,v1
1451,47.489,151.146,124.941,130.238,84.069,v1
1452,47.525,148.853,125.232,130.184,84.06,v1
1453,47.557,152.595,125.33,130.336,84.052,v1
1454,47.589,153.255,125.319,130.584,84.045,v1
1455,47.621,157.465,126.175,130.991,84.037,v1
1456,47.653,146.795,125.554,130.789,84.03,v1
1457,47.685,148.362,125.534,130.548,84.022,v1
1458,47.721,151.275,125.838,130.749,84.014,v1
1459,47.753,149.732,125.529,130.673,84.006,v1
1460,47.785,151.592,125.466,130.972,83.999,v1
1461,47.817,152.893,125.574,130.2,83.991,v1
1462,47.849,151.669,125.491,131.138,83.984,v1
1463,47.885,152.578,125.647,130.118,83.975,v1
1464,47.917,150.798,125.627,130.244,83.967,v1
1465,47.949,147.166,125.697,130.573,83.96,v1
1466,47.981,147.564,126.315,130.859,83.952,v1
1467,48.013,147.297,125.958,131.459,83.945,v1
1468,48.049,153.03,126.009,130.837,83.936,v1
1469,48.081,148.871,126.007,130.599,83.929,v1
1470,48.113,148.955,125.444,131.119,83.921,v1
1471,48.145,152.18,125.121,130.98,83.914,v1
1472,48.177,154.469,125.651,131.319,83.906,v1
1473,48.209,154.306,126.045,131.294,83.899,v1
1474,48.245,153.101,125.935,131.714,83.89,v1
1475,48.277,151.968,125.856,131.5,83.883,v1
1476,48.309,150.125,125.933,131.863,83.875,v1
1477,48.341,151.872,126.047,132.025,83.867,v1
1478,48.373,146.187,126.208,131.176,83.86,v1
1479,48.409,147.999,125.895,131.413,83.851,v1
1480,48.441,151.093,125.721,131.13,83.844,v1
1481,48.473,151.408,125.561,131.458,83.836,v1
1482,48.505,146.125,125.378,131.12,83.829,v1
1483,48.537,148.008,125.18,130.868,83.821,v1
1484,48.573,159.233,125.742,131.207,83.813,v1
1485,48.605,153.381,125.311,131.276,83.805,v1
1486,48.637,156.921,125.347,131.047,83.798,v1
1487,48.669,153.031,125.249,131.419,83.79,v1
1488,48.701,173.997,125.611,131.2,83.782,v1
1489,48.733,147.697,125.552,131.766,83.775,v1
1490,48.769,146.486,126.482,131.452,83.766,v1
1491,48.801,148.447,126.195,131.682,83.759,v1
1492,48.833,143.189,125.953,131.368,83.751,v1
1493,48.865,141.675,126.285,131.592,83.744,v1
1494,48.897,146.297,126.605,132.034,83.736,v1
1495,48.933,149.272,126.639,132.257,83.728,v1
1496,48.965,144.942,126.931,132.1,83.72,v1
1497,48.997,147.106,126.82,131.56,83.713,v1
1498,49.029,146.599,126.523,131.669,83.705,v1
1499,49.061,147.723,126.792,131.651,83.697,v1
1500,49.097,148.755,126.756,131.367,83.689,v1
1501,49.129,147.874,126.329,131.292,83.681,v1
1502,49.161,148.251,126.206,131.857,83.674,v1
1503,49.193,148.253,126.024,131.8,83.666,v1
1504,49.225,150.566,126.181,131.788,83.659,v1
1505,49.257,151.62,126.177,131.839,83.651,v1
1506,49.293,151.162,126.08,131.755,83.643,v1
1507,49.325,148.326,126.316,131.847,83.635,v1
1508,49.357,149.126,126.177,131.549,83.628,v1
1509,49.389,148.531,125.893,132.441,83.62,v1
1510,49.421,149.156,126.4,132.1,83.612,v1
1511,49.457,149.044,126.28,131.632,83.604,v1
1512,49.489,149.705,126.303,131.024,83.596,v1
1513,49.521,146.129,126.203,131.094,83.589,v1
1514,49.553,153.002,125.877,131.225,83.581,v1
1515,49.585,153.264,125.957,131.65,83.574,v1
1516,49.621,155.349,126.067,131.104,83.565,v1
1517,49.653,150.186,125.752,131.004,83.558,v1
1518,49.685,149.753,125.289,131.2,83.55,v1
1519,49.717,149.258,125.3,130.956,83.543,v1
1520,49.749,153.339,125.205,131.018,83.535,v1
1521,49.781,151.568,125.3,131.024,83.527,v1
1522,49.817,148.188,124.735,131.17,83.519,v1
1523,49.849,146.549,124.778,131.183,83.511,v1
1524,49.881,147.384,125.282,131.207,83.504,v1
1525,49.913,152.953,125.522,131.175,83.496,v1
1526,49.945,150.532,125.754,130.778,83.489,v1
1527,49.981,148.177,125.547,131.227,83.48,v1
1528,50.013,146.045,125.698,131.046,83.473,v1
1529,50.045,151.049,126.028,131.258,83.465,v1
1530,50.077,149.748,125.926,131.36,83.458,v1
1531,50.109,150.01,125.915,131.015,83.45,v1
1532,50.145,151.745,126.189,131.5,83.442,v1
1533,50.177,150.182,125.837,130.823,83.434,v1
1534,50.209,149.429,125.533,131.058,83.426,v1
1535,50.241,150.253,125.962,131.12,83.419,v1
1536,50.273,149.714,126.058,131.236,83.411,v1
1537,50.305,145.276,126.374,130.657,83.404,v1
1538,50.341,147.402,126.545,131.322,83.395,v1
1539,50.373,153.928,126.512,131.805,83.388,v1
1540,50.405,152.385,126.874,131.253,83.38,v1
1541,50.437,154.655,126.112,131.45,83.373,v1
1542,50.469,150.078,125.952,131.722,83.365,v1
1543,50.505,148.283,126.399,131.279,83.357,v1
1544,50.537,150.367,126.589,131.379,83.349,v1
1545,50.569,155.512,127.023,131.483,83.341,v1
1546,50.601,167.095,126.433,131.75,83.334,v1
1547,50.633,149.607,126.254,131.119,83.326,v1
1548,50.669,149.606,125.94,131.113,83.318,v1
1549,50.701,147.017,126.168,131.427,83.31,v1
1550,50.733,149.466,126.567,131.241,83.303,v1
1551,50.765,152.729,126.383,130.907,83.295,v1
1552,50.797,152.212,126.021,130.999,83.288,v1
1553,50.829,154.095,126.028,130.875,83.28,v1
1554,50.865,150.21,125.865,131.208,83.272,v1
1555,50.897,148.568,126.238,130.918,83.264,v1
1556,50.929,151.55,126.034,131.405,83.256,v1
1557,50.961,151.582,126.776,131.876,83.249,v1
1558,50.993,153.989,126.385,131.48,83.241,v1
1559,51.029,147.976,126.327,131.704,83.233,v1
1560,51.061,144.776,126.475,131.112,83.225,v1
1561,51.093,146.769,126.787,130.982,83.218,v1
1562,51.125,150.211,126.982,131.442,83.21,v1
1563,51.157,150.152,126.538,131.226,83.203,v1
1564,51.193,147.436,126.689,131.25,83.194,v1
1565,51.225,151.416,126.914,131.176,83.187,v1
1566,51.257,149.324,126.769,131.444,83.179,v1
1567,51.289,152.914,126.396,131.67,83.172,v1
1568,51.321,151.645,126.729,131.805,83.164,v1
1569,51.353,150.419,126.906,131.503,83.156,v1
1570,51.389,151.355,127.017,131.364,83.148,v1
1571,51.421,150.111,126.785,131.985,83.14,v1
1572,51.453,148.476,126.884,131.904,83.133,v1
1573,51.485,150.257,126.893,131.544,83.125,v1
1574,51.517,149.074,126.811,131.653,83.118,v1
1575,51.553,148.694,127.205,131.492,83.109,v1
1576,51.585,150.473,127.435,132.237,83.102,v1
1577,51.617,150.99,127.008,131.493,83.094,v1
1578,51.649,150.572,126.796,131.409,83.087,v1
1579,51.681,150.18,127.186,131.166,83.079,v1
1580,51.717,148.779,127.29,131.774,83.07,v1
1581,51.749,149.575,126.896,131.576,83.063,v1
1582,51.781,144.903,127.312,131.253,83.055,v1
1583,51.813,145.289,126.838,131.433,83.048,v1
1584,51.845,144.435,126.879,131.424,83.04,v1
1585,51.877,145.147,126.789,131.395,83.033,v1
1586,51.913,144.477,127.022,132.022,83.024,v1
1587,51.945,146.919,127.104,131.804,83.017,v1
1588,51.977,145.119,127.43,131.766,83.009,v1
1589,52.009,143.154,127.273,131.858,83.002,v1
1590,52.041,142.964,127.448,131.76,82.994,v1
1591,52.077,143.612,127.048,132.075,82.986,v1
1592,52.109,146.666,126.841,131.275,82.978,v1
1593,52.141,149.403,126.871,131.632,82.97,v1
1594,52.173,149.903,126.015,131.772,82.963,v1
1595,52.205,149.4,125.976,131.587,82.955,v1
1596,52.241,148.682,126.4,131.397,82.947,v1
1597,52.273,149.659,126.136,131.852,82.939,v1
1598,52.305,150.737,126.508,131.821,82.932,v1
1599,52.337,151.456,126.117,131.873,82.924,v1
1600,52.369,150.691,126.678,131.345,82.917,v1
1601,52.401,153.2,126.579,131.276,82.909,v1
1602,52.437,153.467,126.206,132.176,82.901,v1
1603,52.469,153.474,126.345,131.576,82.893,v1
1604,52.501,149.096,126.285,131.746,82.885,v1
1605,52.533,147.085,126.379,131.423,82.878,v1
1606,52.565,150.768,126.877,131.42,82.87,v1
1607,52.601,154.439,126.537,131.738,82.862,v1
1608,52.633,152.248,127.057,131.263,82.854,v1
1609,52.665,147.569,126.368,131.89,82.847,v1
1610,52.697,150.886,126.487,131.04,82.839,v1
1611,52.729,151.281,126.932,131.456,82.832,v1
1612,52.765,153.421,126.503,131.94,82.823,v1
1613,52.797,151.969,125.688,131.282,82.816,v1
1614,52.829,149.292,125.383,130.885,82.808,v1
1615,52.861,149.449,126.228,130.729,82.8,v1
1616,52.893,157.942,126.704,131.702,82.793,v1
1617,52.925,152.212,126.033,131.853,82.785,v1
1618,52.961,151.622,126.243,131.627,82.777,v1
1619,52.993,149.747,125.734,131.792,82.769,v1
1620,53.025,148.818,126.252,131.484,82.762,v1
1621,53.057,149.569,126.014,131.812,82.754,v1
1622,53.089,148.491,126.473,131.365,82.747,v1
1623,53.125,150.852,126.232,131.336,82.738,v1
1624,53.157,150.038,126.243,131.167,82.731,v1
1625,53.189,150.847,126.102,131.361,82.723,v1
1626,53.221,152.009,126.202,131.216,82.715,v1
1627,53.253,150.763,126.376,131.431,82.708,v1
1628,53.289,149.636,126.188,131.464,82.699,v1
1629,53.321,150.751,125.732,130.826,82.692,v1
1630,53.353,152.237,126.062,131.442,82.684,v1
1631,53.385,154.854,126.012,131.642,82.677,v1
1632,53.417,155.3,125.956,131.105,82.669,v1
1633,53.449,152.697,125.073,130.712,82.662,v1
1634,53.485,150.676,125.469,130.993,82.653,v1
1635,53.517,151.087,126.073,130.82,82.646,v1
1636,53.549,155.083,125.604,131.49,82.638,v1
1637,53.581,156.351,125.247,131.035,82.63,v1
1638,53.613,150.683,125.602,130.656,82.623,v1
1639,53.649,146.248,125.461,130.922,82.614,v1
1640,53.681,152.694,125.628,131.144,82.607,v1
1641,53.713,153.98,125.68,131.062,82.599,v1
1642,53.745,155.307,125.796,130.655,82.592,v1
1643,53.777,147.043,125.185,130.776,82.584,v1
1644,53.813,145.112,124.888,131.085,82.576,v1
1645,53.845,147.318,125.657,131.822,82.568,v1
1646,53.877,150.504,126.099,131.252,82.561,v1
1647,53.909,151.878,125.785,130.723,82.553,v1
1648,53.941,152.394,125.575,130.279,82.545,v1
1649,53.973,153.382,125.565,130.095,82.538,v1
1650,54.009,155.246,125.299,130.892,82.529,v1
1651,54.041,156.121,124.907,131.195,82.522,v1
1652,54.073,155.632,125.146,130.619,82.514,v1
1653,54.105,156.274,125.689,131.183,82.507,v1
1654,54.137,156.279,125.654,130.699,82.499,v1
1655,54.173,153.209,125.6,130.765,82.491,v1
1656,54.205,152.906,125.958,130.744,82.483,v1
1657,54.237,155.02,125.431,130.734,82.476,v1
1658,54.269,152.256,125.398,131.021,82.468,v1
1659,54.301,152.294,125.246,131.015,82.461,v1
1660,54.337,151.024,125.166,130.58,82.452,v1
1661,54.369,148.467,125.924,130.896,82.444,v1
1662,54.401,149.525,125.716,130.94,82.437,v1
1663,54.433,154.091,125.595,131.189,82.429,v1
1664,54.465,153.043,125.186,131.495,82.422,v1
1665,54.497,154.005,125.367,131.052,82.414,v1
1666,54.533,148.718,125.406,130.704,82.406,v1
1667,54.565,147.422,125.735,130.386,82.398,v1
1668,54.597,150.775,125.607,131.017,82.391,v1
1669,54.629,152.668,125.838,131.286,82.383,v1
1670,54.661,155.112,126.218,131.003,82.376,v1
1671,54.697,148.553,125.679,131.419,82.367,v1
1672,54.729,143.964,125.639,131.267,82.359,v1
1673,54.761,146.335,126.067,131.503,82.352,v1
1674,54.793,151.614,126.511,131.141,82.344,v1
1675,54.825,178.413,126.878,131.822,82.337,v1
1676,54.861,154.172,126.22,131.145,82.328,v1
1677,54.893,143.945,125.648,130.673,82.321,v1
1678,54.925,144.788,125.601,131.291,82.313,v1
1679,54.957,148.309,125.858,131.275,82.306,v1
1680,54.989,150.036,125.478,131.201,82.298,v1
1681,55.021,154.711,125.582,130.988,82.291,v1
1682,55.057,153.401,125.761,130.688,82.282,v1
1683,55.089,151.249,126.093,129.929,82.275,v1
1684,55.121,152.521,126.37,130.671,82.267,v1
1685,55.153,154.681,125.72,131.043,82.259,v1
1686,55.185,145.694,125.536,130.943,82.252,v1
1687,55.221,147.157,125.959,131.478,82.243,v1
1688,55.253,150.389,126.325,131.139,82.236,v1
1689,55.285,152.626,126.325,130.642,82.228,v1
1690,55.317,148.542,125.927,131.255,82.221,v1
1691,55.349,149.795,125.735,130.671,82.213,v1
1692,55.385,148.067,126.455,130.481,82.205,v1
1693,55.417,152.734,125.206,130.85,82.197,v1
1694,55.449,149.609,125.027,130.991,82.19,v1
1695,55.481,147.774,125.616,130.776,82.182,v1
1696,55.513,146.937,125.679,130.333,82.174,v1
1697,55.545,144.143,125.786,130.557,82.167,v1
1698,55.581,146.587,126.225,130.51,82.158,v1
1699,55.613,149.968,125.34,130.736,82.151,v1
1700,55.645,145.449,125.308,130.203,82.143,v1
1701,55.677,143.154,125.315,130.739,82.136,v1
1702,55.709,147.272,125.528,130.922,82.128,v1
1703,55.745,150.166,125.748,130.708,82.12,v1
1704,55.777,148.547,125.325,130.989,82.112,v1
1705,55.809,146.274,125.531,130.507,82.105,v1
1706,55.841,149.62,125.331,130.308,82.097,v1
1707,55.873,146.828,125.212,130.094,82.089,v1
1708,55.909,151.952,124.48,131.094,82.081,v1
1709,55.941,154.249,124.836,130.559,82.073,v1
1710,55.973,153.275,124.219,130.382,82.066,v1
1711,56.005,142.457,124.214,129.987,82.058,v1
1712,56.037,140.464,124.891,130.137,82.051,v1
1713,56.069,144.511,124.969,130.672,82.043,v1
1714,56.105,147.618,125.348,130.997,82.035,v1
1715,56.137,145.28,125.756,130.108,82.027,v1
1716,56.169,143.958,125.772,130.541,82.02,v1
1717,56.201,145.313,125.369,130.646,82.012,v1
1718,56.233,146.893,125.419,130.456,82.004,v1
1719,56.269,147.861,125.248,130.75,81.996,v1
1720,56.301,148.352,125.215,130.952,81.988,v1
1721,56.333,147.32,125.585,130.138,81.981,v1
1722,56.365,143.379,125.865,130.172,81.973,v1
1723,56.397,144.222,125.891,130.584,81.966,v1
1724,56.433,147.786,125.465,130.817,81.957,v1
1725,56.465,149.585,125.085,130.757,81.95,v1
1726,56.497,148.455,125.312,130.544,81.942,v1
1727,56.529,147.634,124.921,130.483,81.935,v1
1728,56.561,147.935,124.557,130.607,81.927,v1
1729,56.593,149.612,124.436,130.467,81.919,v1
1730,56.629,144.093,125.276,130.758,81.911,v1
1731,56.661,143.442,125.468,131.087,81.903,v1
1732,56.693,145.559,125.671,131.604,81.896,v1
1733,56.725,144.451,126.136,130.721,81.888,v1
1734,56.757,147.483,125.435,130.615,81.881,v1
1735,56.793,149.481,124.869,130.519,81.872,v1
1736,56.825,148.373,125.246,130.265,81.865,v1
1737,56.857,146.853,125.665,130.811,81.857,v1
1738,56.889,153.726,125.137,130.508,81.85,v1
1739,56.921,154.104,124.995,130.948,81.842,v1
1740,56.957,149.475,125.339,130.815,81.834,v1
