frame,timestamp,L,a,b,agtron_interpolado,origem_video
1288,42.153,140.378,124.557,127.339,83.524,v1
1289,42.185,137.604,124.531,127.35,83.516,v1
1290,42.217,135.699,124.702,126.799,83.507,v1
1291,42.249,135.68,124.63,126.859,83.498,v1
1292,42.285,135.609,124.756,127.193,83.488,v1
1293,42.317,133.505,125.071,126.945,83.479,v1
1294,42.349,136.393,124.906,127.31,83.47,v1
1295,42.381,136.79,124.764,127.032,83.461,v1
1296,42.413,138.381,124.36,127.262,83.452,v1
1297,42.445,142.295,124.746,127.352,83.443,v1
1298,42.481,140.657,124.53,127.392,83.433,v1
1299,42.513,138.187,125.13,127.2,83.424,v1
1300,42.545,138.4,124.457,127.317,83.415,v1
1301,42.577,137.082,124.485,127.265,83.407,v1
1302,42.609,136.514,124.349,127.533,83.398,v1
1303,42.645,139.905,124.589,127.665,83.388,v1
1304,42.677,143.036,124.98,127.871,83.379,v1
1305,42.709,146.034,125.006,127.398,83.37,v1
1306,42.741,155.893,125.594,128.46,83.361,v1
1307,42.773,141.036,125.07,127.182,83.352,v1
1308,42.809,172.345,127.311,128.62,83.342,v1
1309,42.841,139.089,124.786,127.298,83.333,v1
1310,42.873,139.195,124.281,127.425,83.324,v1
1311,42.905,139.931,124.723,127.276,83.315,v1
1312,42.937,139.68,124.716,127.252,83.306,v1
1313,42.969,139.767,124.692,126.93,83.298,v1
1314,43.005,142.118,124.749,127.639,83.287,v1
1315,43.037,136.94,124.445,126.888,83.279,v1
1316,43.069,136.648,124.539,126.642,83.27,v1
1317,43.101,135.685,124.456,126.861,83.261,v1
1318,43.133,136.777,124.186,126.955,83.252,v1
1319,43.169,138.692,124.277,126.91,83.242,v1
1320,43.201,135.876,124.856,127.132,83.233,v1
1321,43.233,134.365,125.111,126.883,83.224,v1
1322,43.265,134.654,125.305,127.347,83.215,v1
1323,43.297,136.099,125.056,127.284,83.206,v1
1324,43.333,137.636,124.961,126.814,83.196,v1
1325,43.365,137.954,124.642,126.815,83.187,v1
1326,43.397,138.739,124.234,127.744,83.178,v1
1327,43.429,141.693,124.422,127.533,83.17,v1
1328,43.461,144.696,124.332,127.725,83.161,v1
1329,43.493,139.609,124.386,127.091,83.152,v1
1330,43.529,139.966,124.08,127.005,83.142,v1
1331,43.561,139.937,124.297,126.817,83.133,v1
1332,43.593,137.892,124.501,127.136,83.124,v1
1333,43.625,139.893,124.707,126.968,83.115,v1
1334,43.657,147.561,124.369,126.889,83.106,v1
1335,43.693,137.947,124.436,127.179,83.096,v1
1336,43.725,140.24,124.05,127.397,83.087,v1
1337,43.757,140.33,124.748,127.195,83.078,v1
1338,43.789,139.739,124.483,127.165,83.069,v1
1339,43.821,139.92,124.208,126.929,83.061,v1
1340,43.857,139.281,124.241,127.059,83.051,v1
1341,43.889,139.286,123.951,127.112,83.042,v1
1342,43.921,140.658,123.415,127.275,83.033,v1
1343,43.953,140.071,123.91,126.888,83.024,v1
1344,43.985,141.927,124.355,127.061,83.015,v1
1345,44.017,140.255,124.892,126.952,83.006,v1
1346,44.053,147.039,125.028,127.284,82.996,v1
1347,44.085,140.42,124.46,127.191,82.987,v1
1348,44.117,139.857,124.304,126.622,82.978,v1
1349,44.149,142.565,124.28,126.761,82.969,v1
1350,44.181,140.179,124.032,127.071,82.96,v1
1351,44.217,233.798,127.858,135.214,82.95,v1
1352,44.249,136.184,123.873,126.906,82.942,v1
1353,44.281,137.232,123.482,127.23,82.933,v1
1354,44.313,138.2,123.628,127.125,82.924,v1
1355,44.345,137.639,123.695,126.711,82.915,v1
1356,44.381,136.767,123.746,126.446,82.905,v1
1357,44.413,134.794,123.428,126.188,82.896,v1
1358,44.445,132.18,123.615,126.393,82.887,v1
1359,44.477,136.261,123.17,126.346,82.878,v1
1360,44.509,137.335,123.024,126.374,82.869,v1
1361,44.541,135.818,123.081,126.745,82.86,v1
1362,44.577,135.564,123.195,126.889,82.85,v1
1363,44.609,135.272,123.355,127.04,82.841,v1
1364,44.641,136.875,124.329,126.681,82.833,v1
1365,44.673,140.079,124.183,127.359,82.824,v1
1366,44.705,138.781,123.781,127.149,82.815,v1
1367,44.741,138.663,123.8,127.316,82.805,v1
1368,44.773,141.121,123.841,127.465,82.796,v1
1369,44.805,141.174,124.097,127.257,82.787,v1
1370,44.837,142.901,124.444,128.062,82.778,v1
1371,44.869,140.842,125.148,127.956,82.769,v1
1372,44.905,138.075,125.173,127.52,82.759,v1
1373,44.937,137.598,125.237,127.737,82.75,v1
1374,44.969,134.296,124.899,127.349,82.741,v1
1375,45.001,135.709,124.492,127.268,82.732,v1
1376,45.033,138.005,124.818,127.247,82.724,v1
1377,45.065,140.46,124.046,127.351,82.715,v1
1378,45.101,142.69,124.075,127.199,82.705,v1
1379,45.133,136.877,123.556,127.141,82.696,v1
1380,45.165,146.398,123.711,126.631,82.687,v1
1381,45.197,211.282,126.39,128.518,82.678,v1
1382,45.229,138.965,123.64,126.83,82.669,v1
1383,45.265,138.53,123.597,126.537,82.659,v1
1384,45.297,137.21,123.704,126.523,82.65,v1
1385,45.329,141.104,124.11,126.381,82.641,v1
1386,45.361,149.331,124.392,127.82,82.632,v1
1387,45.393,137.732,123.627,126.647,82.623,v1
1388,45.429,135.072,123.657,126.132,82.613,v1
1389,45.461,133.289,123.475,126.36,82.604,v1
1390,45.493,132.828,123.931,126.016,82.596,v1
1391,45.525,132.577,124.142,125.614,82.587,v1
1392,45.557,132.515,124.033,126.097,82.578,v1
1393,45.589,134.124,123.79,126.265,82.569,v1
1394,45.625,135.699,123.871,126.148,82.559,v1
1395,45.657,136.738,123.569,126.316,82.55,v1
1396,45.689,140.538,123.999,125.737,82.541,v1
1397,45.721,136.525,123.822,126.047,82.532,v1
1398,45.753,138.993,123.757,126.333,82.523,v1
1399,45.789,146.84,124.384,127.321,82.513,v1
1400,45.821,136.366,123.336,126.454,82.504,v1
1401,45.853,134.262,123.694,125.851,82.495,v1
1402,45.885,134.597,123.482,126.248,82.487,v1
1403,45.917,132.295,123.705,126.027,82.478,v1
1404,45.953,135.091,123.626,126.292,82.468,v1
1405,45.985,140.369,124.391,126.957,82.459,v1
1406,46.017,146.173,124.668,126.839,82.45,v1
1407,46.049,140.417,123.971,126.6,82.441,v1
1408,46.081,138.303,123.777,127.124,82.432,v1
1409,46.113,132.101,123.307,126.098,82.423,v1
1410,46.149,134.354,123.226,126.088,82.413,v1
1411,46.181,142.153,123.354,126.08,82.404,v1
1412,46.213,138.675,123.411,126.261,82.395,v1
1413,46.245,135.384,123.137,125.888,82.386,v1
1414,46.277,135.182,123.122,125.638,82.378,v1
1415,46.313,131.031,123.394,126.087,82.368,v1
1416,46.345,137.055,124.361,126.257,82.359,v1
1417,46.377,129.419,123.933,125.732,82.35,v1
1418,46.409,130.728,124.024,126.392,82.341,v1
1419,46.441,135.05,123.88,126.328,82.332,v1
1420,46.477,133.751,123.625,126.045,82.322,v1
1421,46.509,131.987,123.155,125.969,82.313,v1
1422,46.541,131.454,123.76,125.773,82.304,v1
1423,46.573,152.836,124.84,127.536,82.295,v1
1424,46.605,139.365,123.756,127.085,82.286,v1
1425,46.637,135.665,123.24,126.134,82.277,v1
1426,46.673,132.33,123.129,125.952,82.267,v1
1427,46.705,132.066,123.476,126.181,82.259,v1
1428,46.737,131.972,123.395,125.779,82.25,v1
1429,46.769,133.609,123.076,126.198,82.241,v1
1430,46.801,132.829,123.351,125.874,82.232,v1
1431,46.837,133.704,123.279,126.203,82.222,v1
1432,46.869,135.738,123.578,125.634,82.213,v1
1433,46.901,131.807,123.817,125.887,82.204,v1
1434,46.933,129.632,123.953,126.236,82.195,v1
1435,46.965,131.708,124.022,125.976,82.186,v1
1436,47.001,133.105,123.656,126.105,82.176,v1
1437,47.033,129.829,123.28,126.344,82.167,v1
1438,47.065,131.083,123.304,125.948,82.158,v1
1439,47.097,131.411,123.691,125.965,82.15,v1
1440,47.129,132.117,123.041,126.264,82.141,v1
1441,47.161,132.681,123.097,126.062,82.132,v1
1442,47.197,130.901,123.083,126.064,82.122,v1
1443,47.229,132.172,123.387,125.826,82.113,v1
1444,47.261,133.323,123.502,126.368,82.104,v1
1445,47.293,133.138,123.572,126.052,82.095,v1
1446,47.325,133.113,123.427,126.389,82.086,v1
1447,47.361,132.712,123.888,126.247,82.076,v1
1448,47.393,133.334,123.935,126.668,82.067,v1
1449,47.425,134.865,123.849,126.619,82.058,v1
1450,47.457,135.594,123.849,126.892,82.049,v1
1451,47.489,131.133,123.858,126.473,82.041,v1
1452,47.525,129.689,123.859,126.475,82.031,v1
1453,47.557,131.753,123.869,126.433,82.022,v1
1454,47.589,131.625,123.86,126.56,82.013,v1
1455,47.621,135.348,124.44,126.936,82.004,v1
1456,47.653,129.081,124.09,126.732,81.995,v1
1457,47.685,130.357,124.016,126.945,81.986,v1
1458,47.721,130.085,124.47,126.829,81.976,v1
1459,47.753,128.971,124.114,126.85,81.967,v1
1460,47.785,131.643,124.152,126.732,81.958,v1
1461,47.817,134.261,124.03,126.506,81.949,v1
1462,47.849,133.05,123.92,127.182,81.94,v1
1463,47.885,133.79,124.14,126.636,81.93,v1
1464,47.917,132.032,124.456,126.819,81.921,v1
1465,47.949,128.488,124.473,126.878,81.913,v1
1466,47.981,128.394,124.598,126.998,81.904,v1
1467,48.013,128.714,124.592,127.208,81.895,v1
1468,48.049,130.728,124.602,126.953,81.885,v1
1469,48.081,130.263,124.65,126.729,81.876,v1
1470,48.113,130.437,124.376,126.963,81.867,v1
1471,48.145,133.266,123.775,127.09,81.858,v1
1472,48.177,133.828,124.264,127.125,81.849,v1
1473,48.209,133.624,124.253,127.365,81.84,v1
1474,48.245,131.782,124.48,127.369,81.83,v1
1475,48.277,134.426,124.49,127.52,81.821,v1
1476,48.309,134.896,124.688,127.943,81.812,v1
1477,48.341,137.906,125.081,128.423,81.804,v1
1478,48.373,132.31,124.495,127.931,81.795,v1
1479,48.409,128.443,124.525,127.154,81.785,v1
1480,48.441,130.242,124.314,127.101,81.776,v1
1481,48.473,130.349,124.004,127.406,81.767,v1
1482,48.505,127.855,124.048,127.08,81.758,v1
1483,48.537,129.422,123.891,127.174,81.749,v1
1484,48.573,136.206,124.189,127.359,81.739,v1
1485,48.605,132.671,124.147,127.16,81.73,v1
1486,48.637,135.175,123.957,127.142,81.721,v1
1487,48.669,138.031,124.047,127.776,81.712,v1
1488,48.701,147.11,123.916,127.659,81.703,v1
1489,48.733,129.749,123.986,127.989,81.695,v1
1490,48.769,130.379,124.72,127.924,81.685,v1
1491,48.801,129.631,124.641,127.752,81.676,v1
1492,48.833,127.438,124.649,127.674,81.667,v1
1493,48.865,126.112,124.708,128.072,81.658,v1
1494,48.897,131.461,124.962,128.081,81.649,v1
1495,48.933,128.873,124.837,128.107,81.639,v1
1496,48.965,127.665,125.075,127.712,81.63,v1
1497,48.997,127.789,124.894,127.398,81.621,v1
1498,49.029,127.914,124.871,127.444,81.612,v1
1499,49.061,129.791,124.946,127.523,81.603,v1
1500,49.097,129.358,124.995,127.334,81.593,v1
1501,49.129,128.38,124.949,127.036,81.584,v1
1502,49.161,128.888,124.591,127.64,81.576,v1
1503,49.193,129.43,124.314,127.713,81.567,v1
1504,49.225,130.428,124.432,127.491,81.558,v1
1505,49.257,132.103,124.477,127.61,81.549,v1
1506,49.293,130.585,124.429,127.911,81.539,v1
1507,49.325,129.0,124.879,127.725,81.53,v1
1508,49.357,129.708,124.623,127.494,81.521,v1
1509,49.389,130.34,124.229,128.118,81.512,v1
1510,49.421,129.586,124.724,127.786,81.503,v1
1511,49.457,130.109,124.7,127.424,81.493,v1
1512,49.489,128.698,125.083,127.017,81.484,v1
1513,49.521,127.687,124.694,126.874,81.475,v1
1514,49.553,129.781,124.424,127.192,81.467,v1
1515,49.585,132.317,124.577,127.263,81.458,v1
1516,49.621,133.82,124.649,127.224,81.448,v1
1517,49.653,130.46,124.413,127.452,81.439,v1
1518,49.685,130.022,124.002,127.207,81.43,v1
1519,49.717,129.644,124.17,126.892,81.421,v1
1520,49.749,132.245,123.767,127.164,81.412,v1
1521,49.781,131.117,124.135,126.872,81.403,v1
1522,49.817,128.45,123.701,127.088,81.393,v1
1523,49.849,127.44,123.799,127.158,81.384,v1
1524,49.881,127.497,124.102,127.239,81.375,v1
1525,49.913,130.77,124.183,127.087,81.366,v1
1526,49.945,129.657,124.417,126.924,81.358,v1
1527,49.981,129.043,124.336,127.169,81.348,v1
1528,50.013,127.7,124.346,127.092,81.339,v1
1529,50.045,130.092,124.421,127.135,81.33,v1
1530,50.077,129.935,124.296,127.295,81.321,v1
1531,50.109,128.516,124.623,126.927,81.312,v1
1532,50.145,131.127,124.777,127.148,81.302,v1
1533,50.177,130.73,124.36,127.149,81.293,v1
1534,50.209,130.208,124.288,126.913,81.284,v1
1535,50.241,129.108,124.424,127.268,81.275,v1
1536,50.273,130.097,124.693,127.309,81.266,v1
1537,50.305,129.929,124.718,126.903,81.257,v1
1538,50.341,135.155,125.149,127.987,81.247,v1
1539,50.373,155.93,126.039,129.92,81.238,v1
1540,50.405,136.942,125.456,128.013,81.23,v1
1541,50.437,132.269,124.885,127.127,81.221,v1
1542,50.469,130.427,124.682,127.621,81.212,v1
1543,50.505,128.288,124.797,127.531,81.202,v1
1544,50.537,130.588,124.834,127.499,81.193,v1
1545,50.569,136.182,125.603,127.507,81.184,v1
1546,50.601,141.161,124.966,127.506,81.175,v1
1547,50.633,129.909,124.806,127.128,81.166,v1
1548,50.669,130.108,124.555,127.215,81.156,v1
1549,50.701,130.7,124.809,127.168,81.147,v1
1550,50.733,130.514,124.894,127.033,81.138,v1
1551,50.765,131.571,124.761,127.122,81.129,v1
1552,50.797,131.647,124.724,126.874,81.121,v1
1553,50.829,132.85,124.585,126.91,81.112,v1
1554,50.865,131.346,124.537,126.993,81.102,v1
1555,50.897,130.68,124.704,126.674,81.093,v1
1556,50.929,131.724,124.625,127.292,81.084,v1
1557,50.961,133.376,125.137,127.918,81.075,v1
1558,50.993,135.587,124.998,127.912,81.066,v1
1559,51.029,129.785,124.85,127.645,81.056,v1
1560,51.061,128.395,125.14,127.173,81.047,v1
1561,51.093,129.738,124.912,127.13,81.038,v1
1562,51.125,130.684,125.21,127.388,81.029,v1
1563,51.157,130.07,124.968,127.191,81.02,v1
1564,51.193,129.694,124.995,127.277,81.01,v1
1565,51.225,133.269,125.104,127.224,81.002,v1
1566,51.257,132.463,124.944,127.314,80.993,v1
1567,51.289,133.201,124.711,127.539,80.984,v1
1568,51.321,131.782,125.334,127.462,80.975,v1
1569,51.353,131.924,125.157,127.351,80.966,v1
1570,51.389,131.563,125.172,127.114,80.956,v1
1571,51.421,130.08,125.222,127.554,80.947,v1
1572,51.453,130.428,125.089,127.671,80.938,v1
1573,51.485,131.349,125.212,127.211,80.929,v1
1574,51.517,129.291,125.282,127.338,80.92,v1
1575,51.553,129.976,125.255,127.506,80.91,v1
1576,51.585,130.896,125.597,127.747,80.901,v1
1577,51.617,130.947,125.155,127.111,80.893,v1
1578,51.649,132.213,124.998,127.513,80.884,v1
1579,51.681,129.89,125.268,127.015,80.875,v1
1580,51.717,129.95,125.261,127.319,80.865,v1
1581,51.749,132.165,125.13,127.49,80.856,v1
1582,51.781,129.786,125.361,126.835,80.847,v1
1583,51.813,128.293,125.073,127.247,80.838,v1
1584,51.845,127.437,125.131,127.143,80.829,v1
1585,51.877,127.665,125.091,126.964,80.82,v1
1586,51.913,128.537,124.947,127.551,80.81,v1
1587,51.945,128.497,125.248,127.547,80.801,v1
1588,51.977,126.888,125.409,127.457,80.792,v1
1589,52.009,124.84,125.358,127.489,80.784,v1
1590,52.041,124.908,125.146,127.715,80.775,v1
1591,52.077,125.349,125.422,127.435,80.765,v1
1592,52.109,128.341,125.286,127.106,80.756,v1
1593,52.141,131.019,124.856,127.409,80.747,v1
1594,52.173,132.67,124.36,127.512,80.738,v1
1595,52.205,131.104,124.579,127.255,80.729,v1
1596,52.241,131.244,124.631,127.346,80.719,v1
1597,52.273,131.83,124.495,127.615,80.71,v1
1598,52.305,132.397,124.865,127.575,80.701,v1
1599,52.337,132.871,124.628,127.663,80.692,v1
1600,52.369,135.215,125.032,127.798,80.683,v1
1601,52.401,136.506,125.361,127.841,80.675,v1
1602,52.437,133.32,124.681,127.865,80.665,v1
1603,52.469,134.776,124.921,127.605,80.656,v1
1604,52.501,132.437,124.812,127.691,80.647,v1
1605,52.533,130.754,124.856,127.27,80.638,v1
1606,52.565,131.766,124.916,127.513,80.629,v1
1607,52.601,134.137,125.095,127.831,80.619,v1
1608,52.633,133.537,125.002,127.69,80.61,v1
1609,52.665,132.326,124.97,127.906,80.601,v1
1610,52.697,132.061,124.867,127.598,80.592,v1
1611,52.729,132.791,125.319,127.425,80.583,v1
1612,52.765,134.271,125.149,127.584,80.573,v1
1613,52.797,132.918,124.275,127.442,80.564,v1
1614,52.829,130.827,124.338,127.35,80.555,v1
1615,52.861,131.307,124.804,127.26,80.547,v1
1616,52.893,136.993,125.122,127.804,80.538,v1
1617,52.925,133.737,124.762,127.843,80.529,v1
1618,52.961,131.588,124.768,127.691,80.519,v1
1619,52.993,132.091,124.552,127.747,80.51,v1
1620,53.025,131.87,124.839,127.348,80.501,v1
1621,53.057,130.577,124.744,127.827,80.492,v1
1622,53.089,131.089,125.179,127.529,80.483,v1
1623,53.125,131.185,124.884,127.628,80.473,v1
1624,53.157,130.65,124.9,127.194,80.464,v1
1625,53.189,131.305,124.695,127.657,80.455,v1
1626,53.221,131.427,124.992,127.183,80.446,v1
1627,53.253,132.091,124.903,127.65,80.438,v1
1628,53.289,132.45,124.882,127.544,80.428,v1
1629,53.321,131.759,124.371,127.078,80.419,v1
1630,53.353,131.962,124.888,127.485,80.41,v1
1631,53.385,135.423,124.585,127.548,80.401,v1
1632,53.417,135.319,124.662,127.281,80.392,v1
1633,53.449,133.941,124.096,126.821,80.383,v1
1634,53.485,132.855,124.341,127.022,80.373,v1
1635,53.517,132.274,124.536,127.117,80.364,v1
1636,53.549,135.763,124.21,127.547,80.355,v1
1637,53.581,135.26,124.233,127.148,80.346,v1
1638,53.613,133.064,124.498,126.903,80.337,v1
1639,53.649,131.225,124.217,127.242,80.327,v1
1640,53.681,132.679,124.462,127.489,80.319,v1
1641,53.713,133.074,124.535,127.441,80.31,v1
1642,53.745,133.506,124.562,126.952,80.301,v1
1643,53.777,128.998,124.31,126.967,80.292,v1
1644,53.813,127.168,124.407,126.939,80.282,v1
1645,53.845,129.261,124.583,127.564,80.273,v1
1646,53.877,132.005,124.851,127.234,80.264,v1
1647,53.909,131.985,124.457,127.02,80.255,v1
1648,53.941,133.282,124.559,126.617,80.246,v1
1649,53.973,133.458,124.349,126.709,80.237,v1
1650,54.009,134.237,124.228,126.992,80.227,v1
1651,54.041,134.713,123.99,127.288,80.218,v1
1652,54.073,135.291,124.202,126.922,80.21,v1
1653,54.105,137.821,124.68,127.2,80.201,v1
1654,54.137,137.889,124.511,126.938,80.192,v1
1655,54.173,135.093,124.55,127.275,80.182,v1
1656,54.205,134.661,124.568,126.972,80.173,v1
1657,54.237,134.36,124.369,126.931,80.164,v1
1658,54.269,133.943,124.373,127.169,80.155,v1
1659,54.301,132.266,123.969,127.217,80.146,v1
1660,54.337,131.771,124.044,126.77,80.136,v1
1661,54.369,130.01,124.816,126.925,80.127,v1
1662,54.401,130.668,124.668,126.809,80.118,v1
1663,54.433,132.303,124.402,127.213,80.109,v1
1664,54.465,131.745,124.377,127.091,80.101,v1
1665,54.497,133.829,124.115,126.92,80.092,v1
1666,54.533,131.106,124.083,126.752,80.082,v1
1667,54.565,130.33,124.075,126.75,80.073,v1
1668,54.597,131.349,124.322,127.019,80.064,v1
1669,54.629,132.856,124.567,127.154,80.055,v1
1670,54.661,137.286,124.666,127.456,80.046,v1
1671,54.697,131.334,124.475,127.02,80.036,v1
1672,54.729,127.26,124.738,127.12,80.027,v1
1673,54.761,128.593,124.839,127.27,80.018,v1
1674,54.793,134.032,125.233,127.451,80.009,v1
1675,54.825,148.772,125.089,127.194,80.0,v1
1676,54.861,134.529,124.995,127.152,79.99,v1
1677,54.893,129.334,124.686,126.973,79.982,v1
1678,54.925,127.104,124.579,126.799,79.973,v1
1679,54.957,129.104,124.56,126.825,79.964,v1
1680,54.989,130.684,124.21,126.79,79.955,v1
1681,55.021,132.347,124.485,126.496,79.946,v1
1682,55.057,134.28,124.279,126.678,79.936,v1
1683,55.089,132.831,124.766,126.071,79.927,v1
1684,55.121,131.52,124.929,126.475,79.918,v1
1685,55.153,133.135,124.448,126.611,79.909,v1
1686,55.185,128.891,124.223,126.666,79.9,v1
1687,55.221,127.902,124.52,126.93,79.89,v1
1688,55.253,129.439,124.68,126.943,79.881,v1
1689,55.285,132.325,124.614,126.616,79.872,v1
1690,55.317,131.265,124.364,126.989,79.864,v1
1691,55.349,130.726,124.463,126.509,79.855,v1
1692,55.385,130.222,124.942,126.269,79.845,v1
1693,55.417,129.992,124.19,126.605,79.836,v1
1694,55.449,130.198,123.971,126.677,79.827,v1
1695,55.481,129.599,124.259,126.544,79.818,v1
1696,55.513,129.607,124.478,126.421,79.809,v1
1697,55.545,126.618,124.419,126.396,79.8,v1
1698,55.581,127.866,124.857,126.241,79.79,v1
1699,55.613,129.02,124.08,126.739,79.781,v1
1700,55.645,127.403,124.198,126.304,79.772,v1
1701,55.677,125.159,124.467,126.863,79.763,v1
1702,55.709,126.533,124.422,126.955,79.755,v1
1703,55.745,128.744,124.181,126.873,79.745,v1
1704,55.777,128.679,123.94,126.962,79.736,v1
1705,55.809,129.45,124.246,126.606,79.727,v1
1706,55.841,129.935,124.238,126.522,79.718,v1
1707,55.873,127.937,124.335,126.248,79.709,v1
1708,55.909,131.378,123.594,126.968,79.699,v1
1709,55.941,132.931,123.746,126.499,79.69,v1
1710,55.973,130.623,123.467,126.384,79.681,v1
1711,56.005,125.174,123.55,126.232,79.672,v1
1712,56.037,124.888,124.015,126.233,79.663,v1
1713,56.069,126.842,124.012,126.292,79.654,v1
1714,56.105,129.488,124.133,126.781,79.644,v1
1715,56.137,127.214,124.271,126.034,79.636,v1
1716,56.169,126.597,124.396,126.454,79.627,v1
1717,56.201,126.429,124.184,126.564,79.618,v1
1718,56.233,127.793,124.336,126.314,79.609,v1
1719,56.269,129.44,123.996,126.771,79.599,v1
1720,56.301,129.479,124.148,126.659,79.59,v1
1721,56.333,129.142,124.255,126.189,79.581,v1
1722,56.365,125.249,124.449,126.202,79.572,v1
1723,56.397,127.597,124.294,126.559,79.563,v1
1724,56.433,128.891,124.406,126.616,79.553,v1
1725,56.465,128.725,124.098,126.896,79.544,v1
1726,56.497,128.65,124.265,126.684,79.535,v1
1727,56.529,130.207,123.966,126.815,79.527,v1
1728,56.561,128.518,123.616,126.529,79.518,v1
1729,56.593,130.06,123.679,126.336,79.509,v1
1730,56.629,125.925,123.72,126.84,79.499,v1
1731,56.661,125.933,124.037,126.781,79.49,v1
1732,56.693,125.676,124.542,127.095,79.481,v1
1733,56.725,125.912,124.729,126.51,79.472,v1
1734,56.757,127.317,124.467,126.519,79.463,v1
1735,56.793,128.759,124.034,126.514,79.453,v1
1736,56.825,127.816,124.232,126.285,79.444,v1
1737,56.857,127.32,124.273,126.639,79.435,v1
1738,56.889,132.049,123.921,126.372,79.426,v1
1739,56.921,133.515,123.862,127.124,79.418,v1
1740,56.957,132.437,124.315,127.14,79.408,v1
1741,56.989,127.502,124.16,126.487,79.399,v1
1742,57.021,126.458,124.272,126.691,79.39,v1
1743,57.053,131.897,124.216,126.91,79.381,v1
1744,57.085,129.632,124.218,126.714,79.372,v1
1745,57.117,128.746,123.987,126.784,79.363,v1
1746,57.153,131.572,124.189,127.288,79.353,v1
1747,57.185,127.067,124.131,126.727,79.344,v1
1748,57.217,127.593,124.491,126.959,79.335,v1
1749,57.249,126.861,124.364,126.589,79.326,v1
1750,57.281,127.78,124.552,126.963,79.317,v1
1751,57.317,128.49,124.43,126.762,79.307,v1
1752,57.349,127.915,124.321,126.433,79.299,v1
1753,57.381,127.731,124.053,126.501,79.29,v1
1754,57.413,127.571,124.195,126.992,79.281,v1
1755,57.445,126.101,124.328,126.874,79.272,v1
1756,57.481,129.462,123.863,126.922,79.262,v1
1757,57.513,129.385,123.823,127.268,79.253,v1
1758,57.545,127.188,124.015,127.04,79.244,v1
1759,57.577,124.678,124.403,126.729,79.235,v1
1760,57.609,125.828,123.995,127.09,79.226,v1
1761,57.641,124.279,124.107,126.61,79.217,v1
1762,57.677,124.583,124.542,126.463,79.207,v1
1763,57.709,122.196,124.037,126.989,79.198,v1
1764,57.741,121.794,124.549,126.827,79.189,v1
1765,57.773,123.742,124.86,126.895,79.181,v1
1766,57.805,123.378,124.609,126.816,79.172,v1
1767,57.841,124.783,124.78,126.785,79.162,v1
1768,57.873,123.648,125.068,126.627,79.153,v1
1769,57.905,122.931,124.597,126.806,79.144,v1
1770,57.937,126.095,124.494,126.701,79.135,v1
1771,57.969,128.26,124.556,126.552,79.126,v1
1772,58.005,129.734,124.183,126.859,79.116,v1
1773,58.037,128.92,124.319,126.513,79.107,v1
1774,58.069,127.841,123.683,126.307,79.098,v1
1775,58.101,123.858,123.805,126.644,79.089,v1
1776,58.133,122.953,124.441,126.861,79.08,v1
1777,58.165,126.065,123.852,127.236,79.072,v1
1778,58.201,127.526,123.943,126.309,79.062,v1
1779,58.233,125.098,123.853,126.725,79.053,v1
1780,58.265,124.242,124.238,126.271,79.044,v1
1781,58.297,125.493,124.219,126.465,79.035,v1
1782,58.329,125.762,124.454,126.512,79.026,v1
1783,58.365,120.877,124.61,127.282,79.016,v1
1784,58.397,120.291,124.786,126.571,79.007,v1
1785,58.429,123.01,124.332,127.148,78.998,v1
1786,58.461,126.095,124.107,126.824,78.989,v1
1787,58.493,126.687,123.684,126.743,78.98,v1
1788,58.529,124.483,123.708,126.278,78.97,v1
1789,58.561,123.458,123.799,127.116,78.961,v1
1790,58.593,124.986,123.916,126.909,78.953,v1
1791,58.625,126.583,123.803,127.083,78.944,v1
1792,58.657,127.178,123.529,126.79,78.935,v1
1793,58.689,126.384,123.978,126.438,78.926,v1
1794,58.725,123.261,123.789,126.466,78.916,v1
1795,58.757,124.399,123.682,126.686,78.907,v1
1796,58.789,125.959,123.634,126.598,78.898,v1
1797,58.821,125.296,123.4,126.597,78.889,v1
1798,58.853,123.736,123.832,126.532,78.88,v1
1799,58.889,120.24,124.314,126.228,78.87,v1
1800,58.921,119.503,124.078,126.877,78.861,v1
1801,58.953,120.433,124.458,126.955,78.852,v1
1802,58.985,122.906,124.591,126.742,78.844,v1
1803,59.017,124.153,124.388,126.686,78.835,v1
1804,59.053,124.579,123.965,126.35,78.825,v1
1805,59.085,124.053,123.818,126.619,78.816,v1
1806,59.117,125.444,123.823,126.39,78.807,v1
1807,59.149,126.969,123.754,125.98,78.798,v1
1808,59.181,126.587,123.367,126.27,78.789,v1
1809,59.213,125.015,123.253,126.233,78.78,v1
1810,59.249,123.193,123.617,126.214,78.77,v1
1811,59.281,123.15,123.671,126.002,78.761,v1
1812,59.313,124.696,123.204,126.767,78.752,v1
1813,59.345,123.921,123.621,126.867,78.743,v1
1814,59.377,122.977,123.62,126.324,78.735,v1
1815,59.413,120.575,123.608,126.748,78.725,v1
1816,59.445,120.682,123.836,126.606,78.716,v1
1817,59.477,120.886,123.908,126.571,78.707,v1
1818,59.509,120.847,124.277,126.568,78.698,v1
1819,59.541,119.421,124.156,126.346,78.689,v1
1820,59.577,119.462,124.39,126.384,78.679,v1
1821,59.609,121.783,124.319,126.545,78.67,v1
1822,59.641,126.368,123.965,126.306,78.661,v1
1823,59.673,129.113,123.93,125.986,78.652,v1
1824,59.705,123.806,124.12,125.978,78.643,v1
