frame,timestamp,L,a,b,agtron_interpolado,origem_video
2527,82.73,113.827,131.911,130.745,69.929,v1
2528,82.762,114.555,131.656,130.53,69.912,v1
2529,82.794,110.464,131.567,130.905,69.896,v1
2530,82.83,112.028,132.12,130.394,69.877,v1
2531,82.862,117.164,132.476,131.027,69.861,v1
2532,82.894,120.214,132.59,130.954,69.845,v1
2533,82.926,119.049,131.827,131.132,69.828,v1
2534,82.958,115.505,131.455,131.129,69.812,v1
2535,82.994,108.829,132.054,130.799,69.794,v1
2536,83.026,112.837,132.291,131.367,69.777,v1
2537,83.058,119.421,132.454,131.249,69.761,v1
2538,83.09,118.285,132.32,131.531,69.745,v1
2539,83.122,113.866,131.945,131.015,69.728,v1
2540,83.158,108.61,131.921,131.036,69.71,v1
2541,83.19,110.457,132.299,131.146,69.694,v1
2542,83.222,116.071,132.532,131.368,69.677,v1
2543,83.254,120.403,132.686,131.644,69.661,v1
2544,83.286,115.082,132.566,131.54,69.644,v1
2545,83.318,110.263,132.355,130.909,69.628,v1
2546,83.354,110.068,132.163,131.153,69.61,v1
2547,83.386,112.786,132.61,131.338,69.593,v1
2548,83.418,116.334,132.422,131.09,69.577,v1
2549,83.45,120.479,132.117,131.219,69.561,v1
2550,83.482,118.533,131.358,131.102,69.544,v1
2551,83.518,115.477,131.891,131.039,69.526,v1
2552,83.55,116.646,132.272,131.426,69.51,v1
2553,83.582,119.108,132.642,131.769,69.493,v1
2554,83.614,121.405,132.209,132.215,69.477,v1
2555,83.646,118.763,131.788,132.046,69.46,v1
2556,83.682,118.049,132.231,132.044,69.442,v1
2557,83.714,116.911,133.02,132.122,69.426,v1
2558,83.746,118.378,133.074,132.199,69.409,v1
2559,83.778,119.6,133.134,131.992,69.393,v1
2560,83.81,115.702,132.548,131.903,69.377,v1
2561,83.842,111.504,132.52,131.166,69.36,v1
2562,83.878,109.922,132.894,131.164,69.342,v1
2563,83.91,112.511,132.944,131.753,69.326,v1
2564,83.942,114.4,132.515,130.975,69.309,v1
2565,83.974,115.91,132.479,131.563,69.293,v1
2566,84.006,117.248,132.594,131.67,69.277,v1
2567,84.042,112.315,132.816,131.092,69.258,v1
2568,84.074,118.066,132.731,131.407,69.242,v1
2569,84.106,121.782,132.697,131.447,69.225,v1
2570,84.138,118.901,132.306,131.355,69.209,v1
2571,84.17,112.87,131.748,130.831,69.193,v1
2572,84.206,111.929,132.288,130.869,69.174,v1
2573,84.238,118.325,132.513,131.814,69.158,v1
2574,84.27,117.009,132.52,132.05,69.142,v1
2575,84.302,118.888,132.123,132.056,69.125,v1
2576,84.334,113.092,131.912,131.608,69.109,v1
2577,84.366,109.448,132.559,131.694,69.093,v1
2578,84.402,110.087,133.159,131.772,69.074,v1
2579,84.434,109.806,133.141,132.001,69.058,v1
2580,84.466,108.536,132.965,131.762,69.041,v1
2581,84.498,103.875,132.365,131.597,69.025,v1
2582,84.53,100.94,132.364,131.42,69.009,v1
2583,84.566,107.004,133.539,131.36,68.99,v1
2584,84.598,116.347,133.646,131.468,68.974,v1
2585,84.63,114.156,133.667,131.67,68.958,v1
2586,84.662,116.689,132.661,131.873,68.941,v1
2587,84.694,114.747,132.922,131.456,68.925,v1
2588,84.73,116.037,133.081,131.959,68.907,v1
2589,84.762,121.84,133.051,132.122,68.89,v1
2590,84.794,118.677,132.557,132.115,68.874,v1
2591,84.826,118.267,133.17,132.212,68.857,v1
2592,84.858,119.098,133.072,131.666,68.841,v1
2593,84.89,114.967,132.543,131.546,68.825,v1
2594,84.926,113.088,132.322,131.867,68.806,v1
2595,84.958,117.021,132.501,132.264,68.79,v1
2596,84.99,117.561,133.228,132.448,68.774,v1
2597,85.022,113.864,132.617,131.733,68.757,v1
2598,85.054,110.976,132.563,131.667,68.741,v1
2599,85.09,110.229,132.894,131.681,68.723,v1
2600,85.122,112.654,133.675,132.04,68.706,v1
2601,85.154,114.697,133.497,131.986,68.69,v1
2602,85.186,114.901,133.193,131.477,68.674,v1
2603,85.218,109.119,132.572,131.066,68.657,v1
2604,85.254,111.274,132.698,131.026,68.639,v1
2605,85.286,113.027,133.338,131.558,68.622,v1
2606,85.318,117.856,133.002,131.936,68.606,v1
2607,85.35,115.694,132.379,131.448,68.59,v1
2608,85.382,114.76,132.264,131.229,68.573,v1
2609,85.414,114.256,132.666,131.511,68.557,v1
2610,85.45,119.526,133.116,131.804,68.539,v1
2611,85.482,121.36,133.151,132.011,68.522,v1
2612,85.514,118.622,133.175,132.005,68.506,v1
2613,85.546,113.413,132.729,131.682,68.49,v1
2614,85.578,112.324,132.716,131.399,68.473,v1
2615,85.614,120.026,132.64,131.674,68.455,v1
2616,85.646,134.497,133.044,132.241,68.438,v1
2617,85.678,122.247,133.263,132.252,68.422,v1
2618,85.71,115.47,133.393,131.596,68.406,v1
2619,85.742,110.432,133.009,131.21,68.389,v1
2620,85.778,109.869,132.606,131.075,68.371,v1
2621,85.81,113.297,132.27,130.693,68.355,v1
2622,85.842,115.953,132.008,130.927,68.338,v1
2623,85.874,116.33,131.961,131.058,68.322,v1
2624,85.906,118.486,131.231,130.825,68.306,v1
2625,85.938,114.115,131.117,130.457,68.289,v1
2626,85.974,115.423,131.53,130.365,68.271,v1
2627,86.006,116.615,131.892,130.046,68.254,v1
2628,86.038,119.71,132.01,130.519,68.238,v1
2629,86.07,119.261,131.475,130.372,68.222,v1
2630,86.102,111.294,131.313,130.007,68.205,v1
2631,86.138,109.002,132.1,130.548,68.187,v1
2632,86.17,112.189,132.516,131.517,68.171,v1
2633,86.202,114.05,133.228,131.001,68.154,v1
2634,86.234,114.689,133.234,131.217,68.138,v1
2635,86.266,115.614,133.326,131.787,68.122,v1
2636,86.302,112.032,132.735,131.797,68.103,v1
2637,86.334,111.65,132.32,131.628,68.087,v1
2638,86.366,116.403,133.627,131.785,68.07,v1
2639,86.398,116.579,133.675,131.838,68.054,v1
2640,86.43,112.455,132.993,131.575,68.038,v1
2641,86.462,113.141,132.774,131.642,68.021,v1
2642,86.498,112.361,132.893,131.435,68.003,v1
2643,86.53,115.49,133.186,131.417,67.987,v1
2644,86.562,119.26,133.727,132.078,67.97,v1
2645,86.594,114.581,133.198,132.132,67.954,v1
2646,86.626,107.975,133.258,131.852,67.938,v1
2647,86.662,105.194,133.684,131.782,67.919,v1
2648,86.694,110.467,134.563,132.007,67.903,v1
2649,86.726,114.226,134.563,132.164,67.887,v1
2650,86.758,118.012,134.019,132.2,67.87,v1
2651,86.79,111.547,133.683,131.921,67.854,v1
2652,86.826,103.887,133.732,131.95,67.835,v1
2653,86.858,108.381,134.382,131.93,67.819,v1
2654,86.89,110.323,134.383,131.999,67.803,v1
2655,86.922,108.354,134.236,132.277,67.786,v1
2656,86.954,105.335,134.301,131.802,67.77,v1
2657,86.986,99.791,133.275,131.974,67.754,v1
2658,87.022,98.141,133.35,131.617,67.735,v1
2659,87.054,102.559,134.4,132.039,67.719,v1
2660,87.086,107.991,134.542,132.629,67.703,v1
2661,87.118,114.764,134.836,132.253,67.686,v1
2662,87.15,113.224,134.054,132.257,67.67,v1
2663,87.186,107.519,134.12,132.472,67.651,v1
2664,87.218,107.025,134.71,132.386,67.635,v1
2665,87.25,110.427,135.184,132.342,67.619,v1
2666,87.282,112.964,134.088,132.435,67.602,v1
2667,87.314,114.171,134.316,132.485,67.586,v1
2668,87.35,112.512,133.729,132.384,67.568,v1
2669,87.382,115.202,133.993,132.667,67.551,v1
2670,87.414,115.04,133.953,132.284,67.535,v1
2671,87.446,116.426,134.236,132.119,67.519,v1
2672,87.478,115.552,133.502,131.906,67.502,v1
2673,87.51,111.492,132.327,131.358,67.486,v1
2674,87.546,107.898,132.886,131.088,67.467,v1
2675,87.578,110.616,133.307,131.019,67.451,v1
2676,87.61,112.355,132.626,131.086,67.435,v1
2677,87.642,111.204,132.154,130.421,67.418,v1
2678,87.674,104.493,131.807,130.08,67.402,v1
2679,87.71,104.025,132.306,130.19,67.384,v1
2680,87.742,108.464,132.641,130.194,67.367,v1
2681,87.774,109.115,132.632,130.191,67.351,v1
2682,87.806,112.053,132.956,130.613,67.335,v1
2683,87.838,112.822,132.087,130.417,67.318,v1
2684,87.874,112.012,132.176,130.971,67.3,v1
2685,87.906,112.162,132.321,130.814,67.284,v1
2686,87.938,114.192,132.656,130.805,67.267,v1
2687,87.97,118.982,132.677,130.857,67.251,v1
2688,88.002,118.838,132.446,130.976,67.234,v1
2689,88.034,113.673,132.653,130.464,67.218,v1
2690,88.07,106.415,132.031,130.228,67.2,v1
2691,88.102,103.063,131.851,129.919,67.183,v1
2692,88.134,103.877,133.115,130.597,67.167,v1
2693,88.166,106.798,132.675,130.451,67.151,v1
2694,88.198,109.779,132.025,130.328,67.134,v1
2695,88.234,108.377,132.083,130.264,67.116,v1
2696,88.266,106.785,132.391,130.519,67.1,v1
2697,88.298,104.022,132.14,130.445,67.083,v1
2698,88.33,105.065,132.713,130.193,67.067,v1
2699,88.362,103.586,133.009,130.317,67.05,v1
2700,88.398,104.373,133.092,130.449,67.032,v1
2701,88.43,110.928,133.038,131.077,67.016,v1
2702,88.462,110.512,133.13,130.792,66.999,v1
2703,88.494,104.466,132.073,130.634,66.983,v1
2704,88.526,103.226,132.33,130.197,66.967,v1
2705,88.558,107.875,132.8,130.467,66.95,v1
2706,88.594,112.242,132.95,131.11,66.932,v1
2707,88.626,114.943,132.675,131.039,66.916,v1
2708,88.658,110.506,132.571,131.55,66.899,v1
2709,88.69,105.347,132.059,130.985,66.883,v1
2710,88.722,104.554,132.083,130.603,66.867,v1
2711,88.758,106.909,132.61,130.997,66.848,v1
2712,88.79,112.715,132.794,130.333,66.832,v1
2713,88.822,111.033,132.718,130.54,66.815,v1
2714,88.854,107.238,132.235,130.189,66.799,v1
2715,88.886,109.587,132.104,129.903,66.783,v1
2716,88.922,105.196,132.18,130.033,66.764,v1
2717,88.954,109.618,132.429,129.763,66.748,v1
2718,88.986,110.629,132.738,130.154,66.732,v1
2719,89.018,107.708,132.243,130.261,66.715,v1
2720,89.05,106.139,132.764,130.435,66.699,v1
2721,89.082,111.096,132.775,130.15,66.683,v1
2722,89.118,107.79,132.197,129.743,66.664,v1
2723,89.15,107.85,132.135,130.424,66.648,v1
2724,89.182,111.922,132.812,130.434,66.631,v1
2725,89.214,113.237,132.411,130.896,66.615,v1
2726,89.246,108.965,131.693,129.965,66.599,v1
2727,89.282,106.963,131.672,130.199,66.58,v1
2728,89.314,108.725,131.948,130.19,66.564,v1
2729,89.346,116.168,132.249,130.563,66.548,v1
2730,89.378,120.369,132.155,130.419,66.531,v1
2731,89.41,116.627,132.221,130.819,66.515,v1
2732,89.446,111.962,131.378,129.882,66.497,v1
2733,89.478,109.991,131.844,130.326,66.48,v1
2734,89.51,114.397,132.022,130.615,66.464,v1
2735,89.542,116.399,132.493,130.797,66.447,v1
2736,89.574,114.358,132.338,130.63,66.431,v1
2737,89.606,110.064,131.784,130.072,66.415,v1
2738,89.642,108.332,131.93,130.177,66.396,v1
2739,89.674,109.335,132.303,130.187,66.38,v1
2740,89.706,117.713,132.981,131.002,66.364,v1
2741,89.738,120.75,133.156,131.239,66.347,v1
2742,89.77,117.098,132.548,131.189,66.331,v1
2743,89.806,114.641,132.778,130.62,66.313,v1
2744,89.838,110.437,132.544,130.477,66.296,v1
2745,89.87,115.31,132.326,130.679,66.28,v1
2746,89.902,119.065,132.858,130.527,66.264,v1
2747,89.934,123.859,132.858,131.017,66.247,v1
2748,89.97,120.11,132.776,130.836,66.229,v1
2749,90.002,117.527,132.162,130.969,66.212,v1
2750,90.034,113.7,131.918,130.349,66.196,v1
2751,90.066,112.534,132.918,130.473,66.18,v1
2752,90.098,117.35,133.204,131.017,66.163,v1
2753,90.13,113.515,134.057,131.294,66.147,v1
2754,90.166,112.001,133.232,131.311,66.129,v1
2755,90.198,106.281,132.564,130.895,66.112,v1
2756,90.23,108.479,133.43,130.916,66.096,v1
2757,90.262,110.671,133.869,131.194,66.08,v1
2758,90.294,110.964,133.554,130.696,66.063,v1
2759,90.33,104.625,133.569,130.662,66.045,v1
2760,90.362,106.216,133.938,131.177,66.028,v1
2761,90.394,111.822,134.219,131.166,66.012,v1
2762,90.426,118.249,134.176,131.649,65.996,v1
2763,90.458,118.44,133.965,131.42,65.979,v1
2764,90.494,118.525,133.238,130.748,65.961,v1
2765,90.526,118.024,132.969,131.02,65.945,v1
2766,90.558,115.277,132.939,130.394,65.928,v1
2767,90.59,116.714,132.937,130.886,65.912,v1
2768,90.622,119.969,133.291,130.839,65.896,v1
2769,90.654,120.411,133.1,130.787,65.879,v1
2770,90.69,112.919,131.912,130.251,65.861,v1
2771,90.722,106.259,132.116,130.024,65.844,v1
2772,90.754,110.474,132.979,130.421,65.828,v1
2773,90.786,111.603,133.354,130.667,65.812,v1
2774,90.818,114.498,133.241,130.578,65.795,v1
2775,90.854,112.388,133.051,130.741,65.777,v1
2776,90.886,109.634,132.847,130.623,65.761,v1
2777,90.918,107.554,133.416,131.133,65.744,v1
2778,90.95,109.783,132.93,130.881,65.728,v1
2779,90.982,116.855,133.338,130.939,65.712,v1
2780,91.018,115.496,133.267,131.0,65.693,v1
2781,91.05,115.976,133.825,130.76,65.677,v1
2782,91.082,117.602,133.532,130.856,65.661,v1
2783,91.114,116.947,133.451,130.437,65.644,v1
2784,91.146,116.27,133.028,131.088,65.628,v1
2785,91.178,110.602,132.947,131.085,65.611,v1
2786,91.214,113.931,134.347,130.592,65.593,v1
2787,91.246,117.256,133.642,131.34,65.577,v1
2788,91.278,116.568,133.128,131.246,65.56,v1
2789,91.31,118.156,133.806,131.994,65.544,v1
2790,91.342,116.75,133.786,131.328,65.528,v1
2791,91.378,118.675,133.58,131.085,65.509,v1
2792,91.41,119.788,133.396,130.919,65.493,v1
2793,91.442,115.327,133.528,131.127,65.477,v1
2794,91.474,112.294,133.546,131.215,65.46,v1
2795,91.506,108.218,133.155,130.907,65.444,v1
2796,91.542,114.536,133.439,130.76,65.425,v1
2797,91.574,114.574,133.877,130.509,65.409,v1
2798,91.606,115.719,133.549,131.195,65.393,v1
2799,91.638,109.363,132.646,130.716,65.376,v1
2800,91.67,103.167,132.809,130.231,65.36,v1
2801,91.702,107.115,133.899,131.103,65.344,v1
2802,91.738,106.844,134.086,131.15,65.325,v1
2803,91.77,110.198,134.851,131.379,65.309,v1
2804,91.802,111.869,135.03,131.53,65.293,v1
2805,91.834,107.403,134.7,131.469,65.276,v1
2806,91.866,107.056,134.506,130.994,65.26,v1
2807,91.902,105.536,134.45,131.01,65.241,v1
2808,91.934,109.853,134.294,131.192,65.225,v1
2809,91.966,109.384,134.609,131.019,65.209,v1
2810,91.998,109.22,133.733,130.873,65.192,v1
2811,92.03,111.605,133.948,131.431,65.176,v1
2812,92.066,110.83,133.464,130.844,65.158,v1
2813,92.098,112.284,132.916,130.595,65.141,v1
2814,92.13,112.619,133.453,130.559,65.125,v1
2815,92.162,115.374,133.582,130.719,65.109,v1
2816,92.194,116.919,133.608,130.739,65.092,v1
2817,92.226,116.16,132.936,130.264,65.076,v1
2818,92.262,108.528,132.553,129.601,65.057,v1
2819,92.294,107.781,133.132,129.458,65.041,v1
2820,92.326,111.498,133.849,130.512,65.025,v1
2821,92.358,112.873,133.921,130.721,65.008,v1
2822,92.39,113.875,133.808,130.94,64.992,v1
2823,92.426,112.839,133.558,130.808,64.974,v1
2824,92.458,110.586,133.465,130.541,64.957,v1
2825,92.49,112.475,133.927,130.952,64.941,v1
2826,92.522,115.673,134.591,130.855,64.925,v1
2827,92.554,115.547,134.412,131.268,64.908,v1
2828,92.59,113.03,133.474,130.986,64.89,v1
2829,92.622,105.216,132.997,130.935,64.874,v1
2830,92.654,108.475,133.903,131.367,64.857,v1
2831,92.686,114.305,134.296,131.481,64.841,v1
2832,92.718,119.836,134.398,131.516,64.824,v1
2833,92.75,119.685,134.204,131.584,64.808,v1
2834,92.786,118.257,133.229,131.331,64.79,v1
2835,92.818,103.192,132.345,130.757,64.773,v1
2836,92.85,101.602,132.483,130.521,64.757,v1
2837,92.882,106.509,133.505,131.185,64.741,v1
2838,92.914,111.577,133.863,131.164,64.724,v1
2839,92.95,113.604,134.351,131.052,64.706,v1
2840,92.982,113.478,133.934,131.433,64.69,v1
2841,93.014,107.343,132.479,130.89,64.673,v1
2842,93.046,105.391,133.112,130.053,64.657,v1
2843,93.078,107.398,134.246,130.833,64.64,v1
2844,93.114,109.326,133.908,131.154,64.622,v1
2845,93.146,109.996,133.892,131.46,64.606,v1
2846,93.178,111.541,133.92,131.426,64.589,v1
2847,93.21,117.114,134.015,131.325,64.573,v1
2848,93.242,115.189,133.987,131.498,64.557,v1
2849,93.274,110.851,132.855,131.068,64.54,v1
2850,93.31,105.699,132.879,130.995,64.522,v1
2851,93.342,110.263,133.407,130.673,64.506,v1
2852,93.374,113.658,133.746,131.03,64.489,v1
2853,93.406,119.383,133.246,131.507,64.473,v1
2854,93.438,114.636,132.594,131.091,64.457,v1
2855,93.474,110.255,132.924,131.067,64.438,v1
2856,93.506,113.794,133.291,131.445,64.422,v1
2857,93.538,115.963,133.663,131.541,64.405,v1
2858,93.57,111.114,133.751,131.058,64.389,v1
2859,93.602,105.685,133.516,130.719,64.373,v1
2860,93.638,111.793,134.127,131.302,64.354,v1
2861,93.67,114.986,134.696,130.958,64.338,v1
2862,93.702,112.778,134.157,131.15,64.322,v1
2863,93.734,106.81,133.67,130.819,64.305,v1
2864,93.766,106.684,133.713,130.566,64.289,v1
2865,93.798,110.08,133.901,130.992,64.273,v1
2866,93.834,114.223,134.361,130.802,64.254,v1
2867,93.866,113.291,134.106,130.442,64.238,v1
2868,93.898,109.431,134.079,130.456,64.221,v1
2869,93.93,108.005,133.445,130.391,64.205,v1
2870,93.962,106.283,132.529,129.861,64.189,v1
2871,93.998,106.602,132.576,129.986,64.17,v1
2872,94.03,109.923,133.036,130.153,64.154,v1
2873,94.062,112.579,133.132,130.362,64.138,v1
2874,94.094,114.429,133.425,130.298,64.121,v1
2875,94.126,112.74,132.751,130.03,64.105,v1
2876,94.162,104.709,131.736,129.316,64.087,v1
2877,94.194,106.0,133.014,129.897,64.07,v1
2878,94.226,106.026,133.072,130.317,64.054,v1
2879,94.258,105.385,132.231,129.778,64.037,v1
2880,94.29,104.795,132.17,129.749,64.021,v1
2881,94.322,107.174,132.548,129.906,64.005,v1
2882,94.358,106.151,133.139,129.736,63.986,v1
2883,94.39,105.569,133.24,130.226,63.97,v1
2884,94.422,107.967,133.486,130.108,63.954,v1
2885,94.454,110.311,133.133,130.357,63.937,v1
2886,94.486,104.307,132.208,129.826,63.921,v1
2887,94.522,105.717,132.658,130.575,63.903,v1
2888,94.554,109.18,133.066,130.746,63.886,v1
2889,94.586,111.071,132.86,131.035,63.87,v1
2890,94.618,112.269,133.581,130.918,63.854,v1
2891,94.65,115.341,133.488,131.054,63.837,v1
2892,94.686,109.992,133.063,130.678,63.819,v1
2893,94.718,98.586,133.464,130.681,63.802,v1
2894,94.75,104.103,133.988,131.183,63.786,v1
2895,94.782,110.969,133.945,131.626,63.77,v1
2896,94.814,113.276,134.262,131.59,63.753,v1
2897,94.846,108.267,133.84,131.404,63.737,v1
2898,94.882,103.417,133.404,131.352,63.719,v1
2899,94.914,102.284,133.018,131.474,63.702,v1
2900,94.946,104.71,134.828,131.371,63.686,v1
2901,94.978,109.1,135.275,131.934,63.67,v1
2902,95.01,113.221,135.197,131.774,63.653,v1
2903,95.046,110.932,134.81,132.355,63.635,v1
2904,95.078,107.169,134.662,132.232,63.618,v1
2905,95.11,107.106,134.496,132.06,63.602,v1
2906,95.142,109.121,134.715,131.9,63.586,v1
2907,95.174,108.899,135.16,132.11,63.569,v1
2908,95.21,112.927,134.712,132.059,63.551,v1
2909,95.242,109.147,133.951,131.937,63.535,v1
2910,95.274,104.486,133.251,131.432,63.518,v1
2911,95.306,102.7,133.609,131.076,63.502,v1
2912,95.338,101.893,134.327,131.457,63.486,v1
2913,95.37,107.158,134.739,131.495,63.469,v1
2914,95.406,107.712,134.601,131.084,63.451,v1
2915,95.438,107.034,134.303,131.733,63.434,v1
2916,95.47,106.773,133.887,131.243,63.418,v1
2917,95.502,105.799,133.995,130.578,63.402,v1
2918,95.534,105.207,132.655,130.273,63.385,v1
2919,95.57,104.293,132.664,129.538,63.367,v1
2920,95.602,106.799,132.497,128.955,63.351,v1
2921,95.634,106.433,132.587,129.12,63.334,v1
2922,95.666,106.93,132.737,128.846,63.318,v1
2923,95.698,100.783,131.503,128.063,63.302,v1
2924,95.734,102.112,131.593,127.974,63.283,v1
2925,95.766,108.848,132.683,128.587,63.267,v1
2926,95.798,110.436,132.878,128.988,63.251,v1
2927,95.83,111.508,133.151,129.744,63.234,v1
2928,95.862,107.967,133.619,129.722,63.218,v1
2929,95.894,108.355,133.736,129.612,63.201,v1
2930,95.93,103.316,133.086,129.244,63.183,v1
2931,95.962,104.546,132.865,128.587,63.167,v1
2932,95.994,104.567,132.834,128.822,63.15,v1
2933,96.026,108.993,133.386,128.674,63.134,v1
2934,96.058,112.281,133.085,129.205,63.118,v1
2935,96.094,113.171,133.127,129.327,63.099,v1
2936,96.126,116.034,132.571,129.461,63.083,v1
2937,96.158,115.283,132.573,129.357,63.067,v1
2938,96.19,116.601,132.625,129.108,63.05,v1
2939,96.222,117.419,132.498,129.582,63.034,v1
2940,96.258,113.626,132.845,129.404,63.015,v1
2941,96.29,110.639,132.538,129.203,62.999,v1
2942,96.322,108.348,132.745,128.394,62.983,v1
2943,96.354,106.407,133.199,129.044,62.966,v1
2944,96.386,106.031,133.858,129.029,62.95,v1
2945,96.418,111.921,134.441,129.696,62.934,v1
2946,96.454,112.084,134.277,129.944,62.915,v1
2947,96.486,102.886,132.505,129.271,62.899,v1
2948,96.518,101.29,132.962,128.819,62.883,v1
2949,96.55,99.155,133.522,129.081,62.866,v1
2950,96.582,101.189,133.935,129.329,62.85,v1
2951,96.618,106.574,133.779,130.017,62.831,v1
2952,96.65,105.063,133.786,129.198,62.815,v1
2953,96.682,108.398,133.453,129.353,62.799,v1
2954,96.714,107.137,132.863,129.381,62.782,v1
2955,96.746,109.113,133.229,129.295,62.766,v1
2956,96.782,112.158,133.058,129.3,62.748,v1
2957,96.814,120.327,132.842,129.632,62.731,v1
2958,96.846,120.189,133.279,129.472,62.715,v1
2959,96.878,118.23,132.016,129.707,62.699,v1
2960,96.91,115.832,132.637,129.213,62.682,v1
2961,96.942,119.61,132.335,129.752,62.666,v1
2962,96.978,124.114,133.092,129.668,62.647,v1
2963,97.01,120.93,132.938,130.057,62.631,v1
2964,97.042,109.04,132.553,129.619,62.615,v1
2965,97.074,109.975,131.768,129.403,62.598,v1
2966,97.106,107.289,132.752,129.329,62.582,v1
2967,97.142,111.264,132.96,129.387,62.564,v1
2968,97.174,114.821,133.314,130.108,62.547,v1
2969,97.206,115.392,133.646,130.612,62.531,v1
2970,97.238,114.847,133.669,129.866,62.515,v1
2971,97.27,110.834,133.835,129.571,62.498,v1
2972,97.306,109.893,133.593,129.866,62.48,v1
2973,97.338,109.689,134.225,130.239,62.464,v1
2974,97.37,115.389,134.89,130.54,62.447,v1
2975,97.402,119.432,135.261,131.034,62.431,v1
2976,97.434,112.721,134.613,131.39,62.414,v1
2977,97.466,108.649,134.496,130.795,62.398,v1
2978,97.502,111.121,134.392,130.707,62.38,v1
2979,97.534,112.884,134.741,131.107,62.363,v1
2980,97.566,118.142,134.996,131.772,62.347,v1
2981,97.598,115.368,134.325,131.029,62.331,v1
2982,97.63,112.781,134.248,130.504,62.314,v1
2983,97.666,114.729,134.426,130.552,62.296,v1
2984,97.698,114.744,134.679,130.928,62.28,v1
2985,97.73,118.535,134.809,131.212,62.263,v1
2986,97.762,117.73,134.569,131.17,62.247,v1
2987,97.794,113.986,134.086,130.613,62.23,v1
2988,97.83,108.188,133.777,130.276,62.212,v1
2989,97.862,106.772,134.202,129.967,62.196,v1
2990,97.894,112.572,134.394,130.865,62.179,v1
2991,97.926,115.538,135.032,131.108,62.163,v1
2992,97.958,115.439,135.421,131.545,62.147,v1
2993,97.99,109.988,134.607,131.751,62.13,v1
2994,98.026,110.479,134.629,131.101,62.112,v1
2995,98.058,114.153,135.629,131.356,62.096,v1
2996,98.09,115.226,135.705,131.53,62.079,v1
2997,98.122,114.635,135.179,131.613,62.063,v1
2998,98.154,115.236,135.171,131.563,62.047,v1
2999,98.19,116.354,135.297,132.45,62.028,v1
3000,98.222,121.632,135.757,132.755,62.012,v1
3001,98.254,120.097,135.508,132.621,61.995,v1
3002,98.286,120.234,135.958,132.454,61.979,v1
3003,98.318,125.2,135.866,132.539,61.963,v1
3004,98.354,124.571,135.608,132.323,61.944,v1
3005,98.386,116.974,135.585,131.564,61.928,v1
3006,98.418,108.069,134.468,131.076,61.912,v1
3007,98.45,105.285,135.124,131.094,61.895,v1
3008,98.482,107.175,135.993,131.009,61.879,v1
3009,98.514,110.622,136.362,132.299,61.863,v1
3010,98.55,112.95,135.739,132.097,61.844,v1
3011,98.582,103.442,134.818,131.553,61.828,v1
3012,98.614,98.41,135.001,131.442,61.811,v1
3013,98.646,102.509,134.929,131.561,61.795,v1
3014,98.678,105.688,135.207,131.641,61.779,v1
3015,98.714,107.713,134.887,132.154,61.76,v1
3016,98.746,106.958,134.6,132.307,61.744,v1
3017,98.778,101.528,134.521,132.351,61.728,v1
3018,98.81,101.508,134.911,132.297,61.711,v1
3019,98.842,102.391,134.778,132.711,61.695,v1
3020,98.878,104.63,135.106,132.646,61.677,v1
3021,98.91,110.711,135.206,133.419,61.66,v1
3022,98.942,112.491,134.99,132.08,61.644,v1
3023,98.974,105.071,134.271,132.443,61.627,v1
3024,99.006,96.427,132.603,130.756,61.611,v1
3025,99.038,90.559,132.658,130.736,61.595,v1
3026,99.074,95.889,133.966,130.935,61.576,v1
3027,99.106,101.991,134.685,131.921,61.56,v1
3028,99.138,100.801,134.148,132.207,61.544,v1
3029,99.17,96.13,133.679,131.464,61.527,v1
3030,99.202,93.906,133.421,131.199,61.511,v1
3031,99.238,98.369,133.746,131.347,61.493,v1
3032,99.27,99.316,134.011,131.686,61.476,v1
3033,99.302,99.082,134.365,131.856,61.46,v1
3034,99.334,102.908,134.676,132.724,61.444,v1
3035,99.366,102.874,134.551,131.946,61.427,v1
3036,99.402,98.477,133.697,131.292,61.409,v1
3037,99.434,91.061,132.641,131.112,61.392,v1
3038,99.466,92.846,132.85,131.767,61.376,v1
3039,99.498,95.499,133.783,131.604,61.36,v1
3040,99.53,96.109,134.742,132.172,61.343,v1
3041,99.562,97.731,134.406,132.465,61.327,v1
3042,99.598,95.512,134.02,131.782,61.309,v1
3043,99.63,90.932,133.252,131.849,61.292,v1
3044,99.662,89.028,133.656,131.382,61.276,v1
3045,99.694,96.32,134.572,132.171,61.26,v1
3046,99.726,97.181,133.991,132.191,61.243,v1
3047,99.762,99.465,133.78,132.021,61.225,v1
3048,99.794,95.051,133.865,131.805,61.208,v1
3049,99.826,92.032,133.269,131.193,61.192,v1
3050,99.858,92.712,133.229,131.234,61.176,v1
3051,99.89,95.159,134.216,131.13,61.159,v1
3052,99.926,97.781,133.985,131.598,61.141,v1
3053,99.958,95.547,134.1,131.693,61.125,v1
3054,99.99,94.183,133.592,131.503,61.108,v1
3055,100.022,91.669,133.999,131.517,61.092,v1
3056,100.054,92.208,133.893,131.161,61.076,v1
3057,100.086,93.897,133.872,131.876,61.059,v1
3058,100.122,93.681,133.473,131.666,61.041,v1
3059,100.154,92.32,133.67,131.779,61.024,v1
3060,100.186,96.176,134.062,131.685,61.008,v1
3061,100.218,95.688,133.772,131.491,60.992,v1
3062,100.25,94.212,133.496,131.523,60.975,v1
3063,100.286,96.008,133.396,131.659,60.957,v1
