frame,timestamp,L,a,b,fase
1749,57.249,152.75,132.524,126.516,Clara
1750,57.281,153.859,133.343,127.123,Clara
1751,57.317,155.412,133.741,127.887,Clara
1752,57.349,153.795,133.401,127.203,Clara
1753,57.381,160.328,134.833,129.129,Clara
1754,57.413,157.05,134.638,128.234,Clara
1755,57.445,152.947,133.77,126.733,Clara
1756,57.477,155.913,133.764,127.513,Clara
1757,57.513,158.542,134.734,128.869,Clara
1758,57.545,158.15,135.128,128.641,Clara
1759,57.577,158.123,135.132,128.543,Clara
1760,57.609,153.975,132.615,126.742,Clara
1761,57.641,151.198,131.737,125.775,Clara
1762,57.677,149.264,131.156,124.746,Clara
1763,57.709,149.095,131.092,125.325,Clara
1764,57.741,151.767,131.725,125.625,Clara
1765,57.773,154.403,132.556,126.346,Clara
1766,57.805,155.36,132.39,126.193,Clara
1767,57.841,154.575,131.923,126.354,Clara
1768,57.873,154.392,132.826,126.227,Clara
1769,57.905,153.524,132.886,126.477,Clara
1770,57.937,155.573,133.414,126.884,Clara
1771,57.969,157.933,133.919,127.7,Clara
1772,58.001,157.024,133.526,127.451,Clara
1773,58.037,158.228,134.095,127.903,Clara
1774,58.069,184.37,138.964,136.652,Clara
1775,58.101,154.621,133.301,126.325,Clara
1776,58.133,154.379,133.805,126.875,Clara
1777,58.165,155.402,134.024,127.083,Clara
1778,58.201,155.032,133.343,127.098,Clara
1779,58.233,157.604,133.748,127.859,Clara
1780,58.265,158.52,134.156,127.928,Clara
1781,58.297,160.513,134.783,128.041,Clara
1782,58.329,157.657,133.48,126.977,Clara
1783,58.365,154.938,132.971,126.278,Clara
1784,58.397,151.241,130.91,126.309,Clara
1785,58.429,152.718,131.434,126.913,Clara
1786,58.461,154.314,132.822,127.669,Clara
1787,58.493,156.653,132.92,128.568,Clara
1788,58.525,155.905,131.476,127.978,Clara
1789,58.561,156.186,131.083,127.752,Clara
1790,58.593,155.601,132.205,127.694,Clara
1791,58.625,156.735,133.08,128.014,Clara
1792,58.657,155.289,132.747,127.367,Clara
1793,58.689,148.054,132.501,126.426,Clara
1794,58.725,144.933,131.204,125.446,Clara
1795,58.757,144.074,131.575,125.461,Clara
1796,58.789,147.419,132.826,126.677,Clara
1797,58.821,151.913,134.27,127.954,Clara
1798,58.853,152.413,133.561,128.102,Clara
1799,58.889,150.397,132.376,127.314,Clara
1800,58.921,153.232,133.027,127.936,Clara
1801,58.953,151.994,133.459,127.699,Clara
1802,58.985,154.416,134.751,128.997,Clara
1803,59.017,152.055,133.37,128.233,Clara
1804,59.049,148.394,132.126,126.605,Clara
1805,59.085,150.367,133.111,127.408,Clara
1806,59.117,153.184,134.38,127.931,Clara
1807,59.149,153.86,133.263,127.419,Clara
1808,59.181,150.4,131.892,126.072,Clara
1809,59.213,147.134,132.144,125.538,Clara
1810,59.249,146.31,132.396,125.59,Clara
1811,59.281,144.566,132.241,126.394,Clara
1812,59.313,146.022,132.239,126.715,Clara
1813,59.345,144.77,131.211,126.322,Clara
1814,59.377,143.005,129.875,125.624,Clara
1815,59.413,141.62,129.896,125.337,Clara
1816,59.445,146.274,132.715,127.128,Clara
1817,59.477,149.677,133.577,128.472,Clara
1818,59.509,149.475,133.548,128.299,Clara
1819,59.541,146.863,132.198,127.325,Clara
1820,59.573,143.587,131.451,126.618,Clara
1821,59.609,142.296,131.597,125.763,Clara
1822,59.641,143.206,131.993,126.031,Clara
1823,59.673,142.072,131.735,125.74,Clara
1824,59.705,142.439,130.955,124.893,Clara
1825,59.737,140.505,129.86,124.013,Clara
1826,59.773,140.068,130.621,124.493,Clara
1827,59.805,138.596,130.316,124.278,Clara
1828,59.837,140.531,131.41,124.632,Clara
1829,59.869,139.631,131.029,124.72,Clara
1830,59.901,142.942,131.774,125.563,Clara
1831,59.937,145.769,131.741,126.298,Clara
1832,59.969,142.0,131.451,125.567,Clara
1833,60.001,142.189,132.471,125.673,Clara
1834,60.033,145.241,133.132,126.428,Clara
1835,60.065,147.713,133.182,127.243,Clara
1836,60.097,148.066,132.708,127.525,Clara
1837,60.133,146.795,131.65,126.174,Clara
1838,60.165,143.164,130.41,124.229,Clara
1839,60.197,143.478,130.945,124.738,Clara
1840,60.229,145.77,130.975,125.781,Clara
1841,60.261,147.847,131.485,126.128,Clara
1842,60.297,148.855,131.213,125.709,Clara
1843,60.329,146.731,130.291,125.269,Clara
1844,60.361,144.055,130.112,124.399,Clara
1845,60.393,140.897,128.979,123.623,Clara
1846,60.425,138.935,129.404,123.335,Clara
1847,60.461,145.793,131.838,125.942,Clara
1848,60.493,146.228,131.842,125.988,Clara
1849,60.525,145.345,131.458,126.144,Clara
1850,60.557,144.365,131.903,125.924,Clara
1851,60.589,144.921,133.15,126.556,Clara
1852,60.621,142.702,132.464,125.963,Clara
1853,60.657,142.18,132.622,125.869,Clara
1854,60.689,140.398,131.439,125.066,Clara
1855,60.721,136.248,130.487,123.759,Clara
1856,60.753,137.297,130.868,124.239,Clara
1857,60.785,141.406,132.012,125.741,Clara
1858,60.821,144.167,132.479,126.383,Clara
1859,60.853,141.628,131.873,125.059,Clara
1860,60.885,140.141,130.991,124.874,Clara
1861,60.917,139.457,131.686,124.642,Clara
1862,60.949,143.104,132.944,126.155,Clara
1863,60.985,144.656,133.886,126.976,Clara
1864,61.017,148.008,134.901,127.969,Clara
1865,61.049,147.231,134.298,127.753,Clara
1866,61.081,141.925,132.576,125.521,Clara
1867,61.113,137.333,131.617,124.178,Clara
1868,61.145,139.557,132.007,124.593,Clara
1869,61.181,140.027,132.062,124.601,Clara
1870,61.213,139.595,131.422,124.357,Clara
1871,61.245,137.404,131.629,124.165,Clara
1872,61.277,137.498,131.965,124.271,Clara
1873,61.309,137.725,132.353,124.313,Clara
1874,61.345,139.443,132.946,124.737,Clara
1875,61.377,138.88,132.637,124.74,Clara
1876,61.409,138.09,132.555,125.011,Clara
1877,61.441,142.241,134.037,125.8,Clara
1878,61.473,141.637,133.587,125.501,Clara
1879,61.509,141.65,132.915,125.374,Clara
1880,61.541,137.097,131.981,124.526,Clara
1881,61.573,134.204,131.466,123.243,Clara
1882,61.605,136.392,132.532,123.871,Clara
1883,61.637,138.039,133.309,124.05,Clara
1884,61.669,138.308,133.02,124.198,Clara
1885,61.705,138.349,132.615,124.099,Clara
1886,61.737,137.413,132.426,123.589,Clara
1887,61.769,135.675,132.129,123.182,Clara
1888,61.801,140.113,134.702,124.965,Clara
1889,61.833,140.65,134.88,125.562,Clara
1890,61.869,140.707,134.388,125.733,Clara
1891,61.901,140.966,133.158,125.314,Clara
1892,61.933,141.531,133.529,125.074,Clara
1893,61.965,139.604,134.056,124.688,Clara
1894,61.997,138.421,134.259,124.924,Clara
1895,62.033,138.02,133.779,124.939,Clara
1896,62.065,138.84,132.507,124.734,Clara
1897,62.097,137.068,131.817,123.683,Clara
1898,62.129,139.586,127.659,123.047,Clara
1899,62.161,142.005,129.597,124.243,Clara
1900,62.193,139.906,129.097,123.372,Clara
1901,62.229,139.685,127.577,122.627,Clara
1902,62.261,138.795,127.165,122.527,Clara
1903,62.293,137.859,127.677,122.921,Clara
1904,62.325,137.338,128.947,123.085,Clara
1905,62.357,140.692,130.283,124.264,Clara
1906,62.393,142.382,130.907,124.978,Clara
1907,62.425,142.369,130.993,125.245,Clara
1908,62.457,144.36,131.252,125.874,Clara
1909,62.489,145.175,131.248,125.549,Clara
1910,62.521,143.73,130.987,125.767,Clara
1911,62.557,143.249,131.997,125.864,Clara
1912,62.589,146.508,132.82,126.765,Clara
1913,62.621,146.018,132.583,126.156,Clara
1914,62.653,143.708,130.32,124.94,Clara
1915,62.685,143.074,130.796,125.324,Clara
1916,62.717,143.776,131.769,125.452,Clara
1917,62.753,143.796,131.38,125.296,Clara
1918,62.785,143.033,131.846,124.933,Clara
1919,62.817,141.955,129.784,124.29,Clara
1920,62.849,140.668,130.155,123.394,Clara
1921,62.881,137.968,128.831,122.441,Clara
1922,62.917,137.648,129.844,122.734,Clara
1923,62.949,138.682,130.048,122.612,Clara
1924,62.981,138.478,129.775,122.892,Clara
1925,63.013,140.115,130.488,123.863,Clara
1926,63.045,139.885,129.366,123.486,Clara
1927,63.081,141.095,130.095,123.804,Clara
1928,63.113,142.317,130.567,124.082,Clara
1929,63.145,141.927,129.81,123.663,Clara
1930,63.177,140.923,129.368,123.27,Clara
1931,63.209,142.0,129.398,123.499,Clara
1932,63.241,144.888,131.014,124.44,Clara
1933,63.277,148.15,132.541,126.104,Clara
1934,63.309,149.758,132.331,126.117,Clara
1935,63.341,148.181,130.568,125.13,Clara
1936,63.373,145.865,130.146,124.135,Clara
1937,63.405,147.4,131.598,124.904,Clara
1938,63.441,145.592,130.783,124.146,Clara
1939,63.473,147.949,131.398,125.367,Clara
1940,63.505,148.241,131.366,125.022,Clara
1941,63.537,144.323,129.744,123.533,Clara
1942,63.569,143.113,129.526,123.078,Clara
1943,63.605,145.756,130.347,123.842,Clara
1944,63.637,146.557,130.217,123.997,Clara
1945,63.669,149.13,131.393,124.773,Clara
1946,63.701,150.088,131.58,125.042,Clara
1947,63.733,153.096,132.029,126.115,Clara
1948,63.765,150.278,130.198,124.93,Clara
1949,63.801,147.646,130.156,123.7,Clara
1950,63.833,152.486,131.472,125.853,Clara
1951,63.865,153.491,132.373,126.021,Clara
1952,63.897,154.203,132.448,125.512,Clara
1953,63.929,149.196,129.715,123.311,Clara
1954,63.965,147.38,128.884,122.622,Clara
1955,63.997,147.211,128.844,123.197,Clara
1956,64.029,150.818,130.251,124.655,Clara
1957,64.061,153.259,131.473,125.394,Clara
1958,64.093,151.709,130.593,124.885,Clara
1959,64.129,149.281,129.939,123.251,Clara
1960,64.161,148.722,129.592,123.51,Clara
1961,64.193,149.305,129.87,123.52,Clara
1962,64.225,150.169,129.864,123.86,Clara
1963,64.257,150.36,129.692,123.742,Clara
1964,64.289,151.748,129.504,123.407,Clara
1965,64.325,150.57,128.689,122.937,Clara
1966,64.357,151.304,129.444,123.651,Clara
1967,64.389,153.584,130.651,124.26,Clara
1968,64.421,156.007,131.781,125.168,Clara
1969,64.453,156.404,131.126,125.15,Clara
1970,64.489,150.784,127.97,124.659,Clara
1971,64.521,149.818,128.233,124.939,Clara
1972,64.553,149.269,128.339,124.695,Clara
1973,64.585,149.374,128.184,124.225,Clara
1974,64.617,151.346,127.947,124.224,Clara
1975,64.653,148.251,127.466,123.435,Clara
1976,64.685,149.927,127.788,123.905,Clara
1977,64.717,151.646,128.791,124.228,Clara
1978,64.749,151.239,128.87,124.774,Clara
1979,64.781,150.882,128.802,124.802,Clara
1980,64.813,150.611,128.979,124.588,Clara
1981,64.849,152.21,129.884,125.562,Clara
1982,64.881,153.612,130.338,125.69,Clara
1983,64.913,152.791,129.498,124.988,Clara
1984,64.945,152.144,129.238,124.667,Clara
1985,64.977,149.577,128.831,123.863,Clara
1986,65.013,152.422,129.72,124.737,Clara
1987,65.045,153.609,130.392,125.151,Clara
1988,65.077,155.553,130.993,126.044,Clara
1989,65.109,156.056,130.442,126.005,Clara
1990,65.141,156.85,130.81,126.208,Clara
1991,65.177,156.493,130.048,125.848,Clara
1992,65.209,155.567,129.803,125.638,Clara
1993,65.241,155.393,130.331,125.608,Clara
1994,65.273,158.96,132.251,126.517,Clara
1995,65.305,161.611,132.024,127.763,Clara
1996,65.337,164.505,132.469,128.323,Clara
1997,65.373,167.198,133.588,129.289,Clara
1998,65.405,161.249,131.507,126.863,Clara
1999,65.437,162.036,130.528,126.184,Clara
2000,65.469,156.468,127.945,125.377,Clara
2001,65.501,157.362,129.047,125.741,Clara
2002,65.537,161.704,130.015,126.99,Clara
2003,65.569,163.837,130.745,127.441,Clara
2004,65.601,161.228,130.051,125.977,Clara
2005,65.633,160.77,130.015,125.612,Clara
2006,65.665,158.831,131.181,126.174,Clara
2007,65.697,160.155,131.239,126.549,Clara
2008,65.733,157.039,130.653,125.755,Clara
2009,65.765,150.883,130.861,125.868,Clara
2010,65.797,151.45,130.405,126.103,Clara
2011,65.829,148.871,129.976,125.633,Clara
2012,65.861,142.41,130.071,125.514,Clara
2013,65.897,145.357,131.098,126.461,Clara
2014,65.929,144.624,130.584,125.963,Clara
2015,65.961,144.492,130.714,125.704,Clara
2016,65.993,142.465,129.903,125.158,Clara
2017,66.025,143.797,129.843,125.557,Clara
2018,66.061,141.744,129.592,124.931,Clara
2019,66.093,142.843,130.418,125.308,Clara
2020,66.125,145.495,130.322,125.795,Clara
2021,66.157,144.557,129.702,125.436,Clara
2022,66.189,143.644,129.739,124.926,Clara
2023,66.225,142.311,129.809,125.152,Clara
2024,66.257,142.327,130.193,125.691,Clara
2025,66.289,144.461,130.793,126.059,Clara
2026,66.321,142.116,130.274,125.347,Clara
2027,66.353,148.17,129.047,125.2,Clara
2028,66.385,149.202,128.781,125.372,Clara
2029,66.421,149.649,129.477,124.735,Clara
2030,66.453,142.562,128.951,124.176,Clara
2031,66.485,142.887,129.55,124.663,Clara
2032,66.517,141.714,129.224,124.245,Clara
2033,66.549,147.046,128.915,123.956,Clara
2034,66.585,146.508,127.292,123.599,Clara
2035,66.617,143.93,127.259,123.077,Clara
2036,66.649,144.027,128.325,123.252,Clara
2037,66.681,146.759,128.847,124.226,Clara
2038,66.713,147.438,128.683,123.905,Clara
2039,66.749,147.375,127.543,123.47,Clara
2040,66.781,146.703,127.922,123.761,Clara
2041,66.813,144.392,129.415,124.022,Clara
2042,66.845,145.023,129.761,124.726,Clara
2043,66.877,146.339,130.499,125.031,Clara
2044,66.909,146.318,129.46,124.899,Clara
2045,66.945,145.715,128.834,124.443,Clara
2046,66.977,144.428,129.007,124.102,Clara
2047,67.009,146.587,130.295,124.424,Clara
2048,67.041,147.889,130.876,124.946,Clara
2049,67.073,148.857,131.445,125.1,Clara
2050,67.109,152.15,131.638,126.132,Clara
2051,67.141,152.18,131.659,126.068,Clara
2052,67.173,150.388,131.848,125.569,Clara
2053,67.205,147.354,129.863,124.3,Clara
2054,67.237,145.638,128.856,123.516,Clara
2055,67.273,146.982,128.909,123.549,Clara
2056,67.305,145.911,128.874,123.198,Clara
2057,67.337,145.28,128.422,123.341,Clara
2058,67.369,149.167,129.649,124.777,Clara
2059,67.401,146.94,130.059,124.392,Clara
2060,67.433,145.841,130.556,124.744,Clara
2061,67.469,148.625,131.993,125.586,Clara
2062,67.501,147.677,131.985,124.899,Clara
2063,67.533,145.237,129.593,123.658,Clara
2064,67.565,146.009,129.087,123.49,Clara
2065,67.597,143.728,130.005,123.268,Clara
2066,67.633,145.875,131.835,124.296,Clara
2067,67.665,149.849,132.929,125.684,Clara
2068,67.697,151.062,133.564,126.529,Clara
2069,67.729,149.125,132.203,125.142,Clara
2070,67.761,145.002,129.951,123.283,Clara
2071,67.797,143.841,130.209,123.342,Clara
2072,67.829,145.148,131.217,123.98,Clara
2073,67.861,142.555,130.259,122.994,Clara
2074,67.893,141.275,128.983,122.102,Clara
2075,67.925,136.354,126.467,120.054,Clara
2076,67.957,134.001,126.887,119.47,Clara
2077,67.993,137.044,128.484,121.421,Clara
2078,68.025,140.111,129.232,122.642,Clara
2079,68.057,141.071,129.987,122.927,Clara
2080,68.089,138.297,128.752,121.599,Clara
2081,68.121,136.323,128.417,120.771,Clara
2082,68.157,137.835,129.115,121.984,Clara
2083,68.189,142.962,131.636,123.927,Clara
2084,68.221,145.352,132.127,124.797,Clara
2085,68.253,145.038,131.96,124.236,Clara
2086,68.285,143.763,131.02,123.651,Clara
2087,68.321,140.77,130.418,122.933,Clara
2088,68.353,138.815,130.951,122.565,Clara
2089,68.385,141.793,131.29,123.341,Clara
2090,68.417,143.582,131.679,124.273,Clara
2091,68.449,141.175,130.985,122.858,Clara
2092,68.481,140.258,130.006,122.837,Clara
2093,68.517,140.67,130.646,123.153,Clara
2094,68.549,143.866,131.702,124.322,Clara
2095,68.581,142.768,131.284,123.5,Clara
2096,68.613,141.502,130.588,122.889,Clara
2097,68.645,140.836,130.299,122.543,Clara
2098,68.681,143.139,130.947,123.003,Clara
2099,68.713,141.467,131.114,123.141,Clara
2100,68.746,144.543,132.62,124.176,Clara
2101,68.777,144.735,132.372,124.358,Clara
2102,68.809,139.804,130.294,122.205,Clara
2103,68.845,138.577,129.371,121.436,Clara
2104,68.877,137.946,129.549,121.902,Clara
2105,68.909,137.136,130.146,121.322,Clara
2106,68.941,140.177,130.837,122.618,Clara
2107,68.973,140.024,130.655,122.981,Clara
2108,69.005,145.24,124.821,122.956,Clara
2109,69.041,147.681,126.378,123.84,Clara
2110,69.073,150.87,128.386,125.363,Clara
2111,69.105,149.609,127.002,124.203,Clara
2112,69.137,148.196,126.3,123.672,Clara
2113,69.169,144.691,125.843,122.602,Clara
2114,69.205,143.268,125.67,122.386,Clara
2115,69.237,146.715,126.584,123.443,Clara
2116,69.269,146.948,126.245,123.784,Clara
2117,69.301,155.017,128.763,126.54,Clara
2118,69.333,146.57,127.288,123.763,Clara
2119,69.369,142.551,125.965,122.254,Clara
2120,69.401,143.682,125.81,122.462,Clara
2121,69.433,144.505,126.325,122.493,Clara
2122,69.465,144.855,125.957,122.788,Clara
2123,69.497,143.794,127.066,122.415,Clara
2124,69.529,144.974,127.215,122.979,Clara
2125,69.565,146.609,127.756,124.07,Clara
2126,69.598,147.109,128.639,124.113,Clara
2127,69.629,146.592,127.438,123.862,Clara
2128,69.661,147.249,127.343,124.203,Clara
2129,69.693,148.124,128.346,124.381,Clara
2130,69.729,146.77,127.518,123.267,Clara
2131,69.761,148.141,128.484,123.811,Clara
2132,69.793,149.656,128.102,123.8,Clara
2133,69.825,146.202,126.429,122.527,Clara
2134,69.857,143.577,125.934,121.897,Clara
2135,69.893,146.398,127.222,123.118,Clara
2136,69.925,148.553,128.207,123.522,Clara
2137,69.957,145.854,126.885,122.162,Clara
2138,69.989,144.967,125.924,121.727,Clara
2139,70.021,147.273,126.188,122.373,Clara
2140,70.053,148.533,128.212,123.264,Clara
2141,70.089,149.29,128.708,123.531,Clara
2142,70.121,148.894,128.533,123.839,Clara
2143,70.153,149.128,128.12,123.875,Clara
2144,70.185,152.076,128.733,124.395,Clara
2145,70.217,151.709,127.981,123.74,Clara
2146,70.253,152.311,127.952,123.737,Clara
2147,70.285,151.423,128.695,123.622,Clara
2148,70.317,148.668,127.802,123.076,Clara
2149,70.349,146.993,126.822,122.279,Clara
2150,70.381,144.734,126.626,121.846,Clara
2151,70.417,145.267,127.103,121.944,Clara
2152,70.449,147.183,128.101,122.463,Clara
2153,70.481,151.338,128.533,123.607,Clara
2154,70.514,151.297,127.738,123.309,Clara
2155,70.545,146.658,127.075,122.31,Clara
2156,70.577,148.455,128.329,122.954,Clara
2157,70.613,149.417,128.687,123.12,Clara
2158,70.646,150.02,128.261,123.281,Clara
2159,70.677,148.833,127.457,122.475,Clara
2160,70.709,147.166,126.402,121.98,Clara
2161,70.742,146.631,126.733,122.116,Clara
2162,70.778,147.319,125.824,121.816,Clara
2163,70.809,146.452,125.701,121.529,Clara
2164,70.842,146.117,126.443,121.295,Clara
2165,70.873,146.116,126.031,121.606,Clara
2166,70.905,148.162,126.99,121.968,Clara
2167,70.941,147.376,126.197,121.715,Clara
2168,70.973,146.347,125.656,121.559,Clara
2169,71.005,145.534,126.792,121.519,Clara
2170,71.037,146.801,127.577,122.497,Clara
2171,71.069,146.915,128.759,122.691,Clara
2172,71.101,148.129,129.06,122.735,Clara
2173,71.137,148.968,128.92,123.321,Clara
2174,71.17,151.998,128.937,123.74,Clara
2175,71.201,151.827,128.166,123.703,Clara
2176,71.233,148.323,128.291,122.696,Clara
2177,71.266,148.855,129.071,123.054,Clara
2178,71.302,150.628,130.015,123.64,Clara
2179,71.333,152.39,129.699,123.717,Clara
2180,71.366,151.125,128.546,123.056,Clara
2181,71.397,150.631,128.344,122.467,Clara
2182,71.429,152.048,130.135,123.367,Clara
2183,71.465,147.81,126.391,123.451,Clara
2184,71.497,147.005,125.459,122.472,Clara
2185,71.529,146.918,124.122,121.608,Clara
2186,71.561,141.925,124.236,121.244,Clara
2187,71.593,137.909,124.425,120.503,Clara
2188,71.625,138.708,125.351,121.529,Clara
2189,71.661,139.598,125.8,121.9,Clara
2190,71.694,142.479,126.055,122.619,Clara
2191,71.725,143.331,125.922,122.584,Clara
2192,71.757,139.675,124.779,121.65,Clara
2193,71.789,138.291,125.083,121.07,Clara
2194,71.825,139.462,125.676,121.835,Clara
2195,71.858,141.371,126.602,122.513,Clara
2196,71.89,138.646,124.07,121.412,Clara
2197,71.921,138.56,123.668,121.009,Clara
2198,71.953,144.223,122.941,121.165,Clara
2199,71.989,144.023,123.444,121.463,Clara
2200,72.022,146.768,124.477,122.489,Clara
2201,72.053,148.865,123.648,122.507,Clara
2202,72.086,150.279,123.763,122.554,Clara
2203,72.117,148.996,123.986,122.367,Clara
2204,72.149,144.472,123.717,121.78,Clara
2205,72.186,144.757,124.566,121.999,Clara
2206,72.217,144.28,124.066,122.155,Clara
2207,72.249,144.468,125.217,122.45,Clara
2208,72.282,145.862,125.797,123.207,Clara
2209,72.314,145.181,124.764,122.373,Clara
2210,72.35,145.503,124.493,122.39,Clara
2211,72.382,149.788,126.895,123.905,Clara
2212,72.414,145.739,124.713,122.639,Clara
2213,72.446,145.935,124.463,122.263,Clara
2214,72.478,146.261,125.186,122.086,Clara
2215,72.513,146.539,124.565,122.269,Clara
2216,72.546,148.365,125.675,122.826,Clara
2217,72.577,148.632,125.935,122.929,Clara
2218,72.609,144.607,125.032,122.059,Clara
2219,72.641,146.66,125.68,122.769,Clara
2220,72.673,147.224,126.029,122.738,Clara
2221,72.709,148.64,126.1,123.215,Clara
2222,72.742,149.354,126.554,123.266,Clara
2223,72.773,149.517,126.802,123.566,Clara
2224,72.805,150.217,126.768,123.752,Clara
2225,72.837,149.207,126.708,123.091,Clara
2226,72.874,149.778,126.702,123.496,Clara
2227,72.906,150.25,127.057,123.448,Clara
2228,72.938,151.68,127.695,124.104,Clara
2229,72.97,152.759,128.421,124.713,Clara
2230,73.002,153.635,129.578,125.013,Clara
2231,73.037,155.739,130.836,125.822,Clara
2232,73.07,158.667,131.976,126.438,Clara
2233,73.101,157.201,130.563,125.501,Clara
2234,73.134,155.653,129.019,124.515,Clara
2235,73.165,154.801,128.412,123.682,Clara
2236,73.198,154.811,127.68,124.366,Clara
2237,73.234,154.092,128.15,123.845,Clara
2238,73.265,154.13,128.288,123.839,Clara
2239,73.297,155.17,127.432,123.873,Clara
2240,73.33,151.45,125.012,122.597,Clara
2241,73.362,150.987,125.566,122.135,Clara
2242,73.397,151.149,125.275,122.291,Clara
2243,73.43,150.564,125.47,122.131,Clara
2244,73.462,151.23,126.21,122.828,Clara
2245,73.494,152.646,126.197,122.92,Clara
2246,73.526,153.518,127.901,123.92,Clara
2247,73.561,155.542,128.809,124.529,Clara
2248,73.594,155.396,128.39,124.036,Clara
2249,73.626,156.643,128.247,124.185,Clara
2250,73.658,156.684,127.695,124.036,Clara
2251,73.69,157.435,128.335,123.901,Clara
2252,73.722,157.574,128.458,123.826,Clara
2253,73.758,160.441,128.412,124.178,Clara
2254,73.79,160.338,127.41,123.742,Clara
2255,73.821,159.059,127.677,123.753,Clara
2256,73.853,160.264,128.739,124.688,Clara
2257,73.885,160.204,128.516,124.548,Clara
2258,73.921,159.768,128.43,124.48,Clara
2259,73.953,158.75,127.714,123.678,Clara
2260,73.986,158.357,127.201,123.818,Clara
2261,74.017,158.254,128.674,123.936,Clara
2262,74.049,157.625,128.606,123.735,Clara
2263,74.086,158.985,129.178,124.567,Clara
2264,74.118,157.884,128.831,124.225,Clara
2265,74.149,154.331,126.718,122.262,Clara
2266,74.182,153.77,126.121,122.182,Clara
2267,74.213,153.841,126.614,121.882,Clara
2268,74.246,155.271,127.209,122.59,Clara
2269,74.282,154.256,127.061,122.411,Clara
2270,74.314,152.933,126.888,122.333,Clara
2271,74.345,153.061,127.446,122.5,Clara
2272,74.377,153.223,127.517,122.731,Clara
2273,74.409,155.12,128.402,123.495,Clara
2274,74.445,155.324,128.63,123.19,Clara
2275,74.478,158.951,129.645,125.005,Clara
2276,74.51,157.551,129.036,124.138,Clara
2277,74.542,159.153,128.471,123.842,Clara
2278,74.574,159.69,129.577,124.796,Clara
2279,74.61,159.561,129.687,124.742,Clara
2280,74.642,160.054,129.038,124.127,Clara
2281,74.674,159.91,128.238,123.705,Clara
2282,74.706,158.422,128.006,123.739,Clara
2283,74.738,158.255,128.653,123.772,Clara
2284,74.77,157.567,128.151,123.43,Clara
2285,74.806,159.615,128.304,123.623,Clara
2286,74.838,162.701,128.68,124.617,Clara
2287,74.87,161.524,128.211,123.859,Clara
2288,74.902,160.042,128.506,124.044,Clara
2289,74.934,159.188,128.888,124.117,Clara
2290,74.97,159.839,129.38,124.439,Clara
2291,75.002,159.765,129.488,124.284,Clara
2292,75.034,160.816,129.736,124.484,Clara
2293,75.066,161.58,127.604,124.239,Clara
2294,75.098,155.462,126.212,122.124,Clara
2295,75.134,155.678,127.245,122.584,Clara
2296,75.166,154.322,127.822,122.768,Clara
2297,75.198,154.01,128.085,122.524,Clara
2298,75.23,154.728,128.356,122.803,Clara
2299,75.262,157.017,128.685,123.577,Clara
2300,75.294,158.976,128.89,124.283,Clara
2301,75.33,153.616,127.536,122.183,Clara
2302,75.362,153.799,127.738,122.321,Clara
2303,75.393,154.663,128.005,122.497,Clara
2304,75.426,155.192,128.445,122.826,Clara
2305,75.458,155.513,128.53,123.073,Clara
2306,75.494,156.56,128.322,123.152,Clara
2307,75.526,153.833,127.167,121.65,Clara
2308,75.558,154.94,128.424,123.198,Clara
2309,75.59,156.69,130.242,124.012,Clara
2310,75.622,158.897,130.623,124.728,Clara
2311,75.657,157.253,129.721,123.606,Clara
2312,75.69,156.699,127.856,122.625,Clara
2313,75.722,154.437,127.428,121.934,Clara
2314,75.754,156.564,129.887,123.382,Clara
2315,75.786,157.304,130.257,123.819,Clara
2316,75.818,157.196,129.483,123.228,Clara
2317,75.854,156.605,127.717,122.424,Clara
2318,75.886,159.465,128.065,123.0,Clara
2319,75.918,159.044,128.146,123.764,Clara
2320,75.95,157.51,129.174,123.594,Clara
2321,75.982,158.747,129.243,123.971,Clara
2322,76.018,155.61,127.861,122.375,Clara
2323,76.05,157.953,129.15,123.423,Clara
2324,76.082,156.639,128.936,123.357,Clara
2325,76.114,155.539,128.942,123.175,Clara
2326,76.146,156.787,129.869,123.001,Media
2327,76.181,157.938,129.896,123.215,Media
2328,76.214,156.624,128.76,122.394,Media
2329,76.246,156.225,128.155,122.51,Media
2330,76.278,157.36,128.935,122.696,Media
2331,76.31,157.428,129.282,122.853,Media
2332,76.342,158.412,128.542,122.429,Media
2333,76.378,157.874,127.229,122.234,Media
2334,76.41,158.762,126.89,122.458,Media
2335,76.442,159.751,128.098,123.022,Media
2336,76.474,159.432,128.521,123.075,Media
2337,76.506,156.711,127.802,122.379,Media
2338,76.542,154.87,127.469,121.592,Media
2339,76.574,157.918,128.589,123.24,Media
2340,76.606,160.009,130.064,124.119,Media
2341,76.638,160.788,129.76,124.523,Media
2342,76.67,159.904,129.47,123.882,Media
2343,76.705,159.559,128.637,123.721,Media
2344,76.738,160.515,128.951,123.643,Media
2345,76.77,160.684,129.283,123.621,Media
2346,76.802,159.367,127.566,123.256,Media
2347,76.834,161.46,127.288,123.159,Media
2348,76.866,161.386,127.479,123.223,Media
2349,76.902,158.5,126.977,122.411,Media
2350,76.934,160.137,128.485,123.432,Media
2351,76.966,154.648,117.642,122.778,Media
2352,76.998,152.72,117.832,121.817,Media
2353,77.03,150.395,116.49,121.233,Media
2354,77.066,151.129,117.122,120.865,Media
2355,77.098,148.057,116.509,120.237,Media
2356,77.13,151.578,120.367,121.916,Media
2357,77.162,153.404,120.526,122.521,Media
