frame,timestamp,L,a,b,fase
735,24.041,141.447,123.788,127.435,
736,24.073,141.982,123.891,128.485,
737,24.105,143.761,124.119,128.261,
738,24.141,144.872,124.081,128.044,
739,24.173,144.997,124.203,128.251,
740,24.205,146.188,123.994,128.331,
741,24.237,144.817,123.97,128.191,
742,24.269,145.541,124.299,127.957,
743,24.305,146.705,124.123,128.015,
744,24.337,146.114,124.125,128.15,
745,24.369,147.465,124.234,128.494,
746,24.401,148.01,124.101,128.656,
747,24.433,147.291,124.601,128.538,
748,24.469,146.623,124.272,128.958,
749,24.501,146.849,124.287,128.812,
750,24.533,147.834,124.303,128.98,
751,24.565,145.852,124.414,129.013,
752,24.597,144.859,124.708,129.019,
753,24.629,144.971,124.823,128.892,
754,24.665,143.804,124.546,129.039,
755,24.697,143.225,124.814,129.042,
756,24.729,144.435,124.817,128.989,
757,24.761,145.623,124.698,129.149,
758,24.793,146.032,124.918,128.56,
759,24.829,146.617,124.705,129.058,
760,24.861,144.686,124.5,128.8,
761,24.893,143.463,124.464,129.0,
762,24.925,144.192,124.329,129.089,
763,24.957,145.905,124.903,129.102,
764,24.993,146.547,124.808,129.074,
765,25.025,145.337,124.602,128.912,
766,25.057,142.703,125.413,128.627,
767,25.089,143.369,125.378,128.654,
768,25.121,144.272,124.992,129.121,
769,25.153,146.0,125.45,129.106,
770,25.189,146.845,125.189,129.118,
771,25.221,147.985,124.875,129.332,
772,25.253,149.69,124.965,129.283,
773,25.285,147.281,125.295,129.123,
774,25.317,148.164,124.925,128.916,
775,25.353,146.733,125.336,128.881,
776,25.385,147.253,125.335,129.049,
777,25.417,146.741,125.239,129.487,
778,25.449,144.481,125.961,128.924,
779,25.481,143.401,126.176,129.266,
780,25.517,144.833,125.922,129.298,
781,25.549,145.511,125.896,129.39,
782,25.581,145.372,125.843,129.634,
783,25.613,144.102,126.475,129.869,
784,25.645,145.374,126.284,129.986,
785,25.677,146.79,126.435,129.523,
786,25.713,144.676,125.92,129.988,
787,25.745,143.29,126.362,129.823,
788,25.777,145.472,126.65,130.045,
789,25.809,146.333,126.521,129.989,
790,25.841,144.5,126.216,130.194,
791,25.877,142.815,126.303,129.825,
792,25.909,143.513,126.238,129.718,
793,25.941,144.685,126.584,130.203,
794,25.973,146.849,126.026,130.219,
795,26.005,143.176,126.274,129.298,
796,26.041,145.208,126.042,129.707,
797,26.073,144.99,125.499,130.18,
798,26.105,145.815,126.148,129.639,
799,26.137,148.219,125.819,129.685,
800,26.169,147.044,125.427,129.916,
801,26.201,147.821,125.762,129.699,
802,26.237,147.314,125.667,130.162,
803,26.269,148.03,126.209,129.611,
804,26.301,147.943,125.847,130.061,
805,26.333,147.264,126.276,129.772,
806,26.365,146.247,126.529,129.78,
807,26.401,148.512,126.38,129.844,
808,26.433,147.639,125.955,129.797,
809,26.465,147.791,126.09,130.047,
810,26.497,148.081,126.302,129.614,
811,26.529,147.427,126.125,129.803,
812,26.565,145.089,126.352,129.568,
813,26.597,145.442,126.68,129.973,
814,26.629,146.283,126.228,129.818,
815,26.661,148.068,126.031,129.483,
816,26.693,147.353,125.657,129.708,
817,26.725,147.056,125.848,129.457,
818,26.761,147.669,125.916,129.29,
819,26.793,148.592,125.588,129.186,
820,26.825,150.589,125.476,129.282,
821,26.857,149.205,125.404,129.32,
822,26.889,150.383,124.752,129.899,
823,26.925,150.298,124.722,129.225,
824,26.957,149.327,124.687,129.466,
825,26.989,145.796,124.975,129.375,
826,27.021,144.902,125.055,129.285,
827,27.053,145.119,125.173,129.281,
828,27.089,144.809,125.336,129.361,
829,27.121,146.003,125.291,129.375,
830,27.153,147.327,125.431,129.683,
831,27.185,148.981,125.156,129.856,
832,27.217,145.363,125.328,129.751,
833,27.249,145.607,125.341,129.427,
834,27.285,146.14,125.749,130.126,
835,27.317,147.238,126.201,129.533,
836,27.349,147.408,125.873,129.956,
837,27.381,146.221,125.707,129.94,
838,27.413,147.197,125.936,129.758,
839,27.449,151.152,125.7,130.026,
840,27.481,151.426,125.914,130.269,
841,27.513,151.32,125.715,129.775,
842,27.545,150.169,126.341,129.318,
843,27.577,149.071,125.981,129.988,
844,27.613,149.416,126.243,129.547,
845,27.645,149.599,126.19,129.498,
846,27.677,146.983,126.091,130.027,
847,27.709,145.305,126.487,129.589,
848,27.741,144.043,126.106,129.7,
849,27.773,144.626,125.86,129.759,
850,27.809,147.976,125.948,130.347,
851,27.841,146.992,125.98,130.586,
852,27.873,148.131,125.813,130.139,
853,27.905,148.04,125.859,130.075,
854,27.937,149.058,125.619,129.866,
855,27.973,149.576,125.579,129.907,
856,28.005,150.24,125.601,130.074,
857,28.037,151.58,125.385,129.546,
858,28.069,150.392,125.621,129.585,
859,28.101,149.004,125.938,129.893,
860,28.137,149.8,125.906,129.402,
861,28.169,150.273,125.952,129.452,
862,28.201,148.182,125.841,129.113,
863,28.233,145.415,125.345,129.861,
864,28.265,146.212,125.335,129.364,
865,28.297,147.465,125.794,129.496,
866,28.333,148.562,125.904,129.634,
867,28.365,149.602,125.516,130.032,
868,28.397,150.886,125.717,129.893,
869,28.429,150.675,125.917,129.911,
870,28.461,150.521,125.628,129.831,
871,28.497,151.155,125.282,129.791,
872,28.529,149.661,125.704,129.903,
873,28.561,150.989,126.18,130.086,
874,28.593,150.021,125.851,129.979,
875,28.625,148.103,126.405,130.035,
876,28.661,149.372,126.112,129.772,
877,28.693,148.562,126.418,129.74,
878,28.725,148.107,125.89,130.099,
879,28.757,147.87,126.329,129.992,
880,28.789,149.248,126.155,130.41,
881,28.821,148.361,126.117,130.009,
882,28.857,148.869,125.988,130.194,
883,28.889,148.532,126.225,130.24,
884,28.921,149.116,126.162,130.375,
885,28.953,149.618,126.287,130.279,
886,28.985,147.538,125.973,130.065,
887,29.021,147.811,125.772,130.301,
888,29.053,149.705,125.918,130.252,
889,29.085,149.71,125.812,130.345,
890,29.117,147.223,126.223,130.265,
891,29.149,148.213,126.063,130.046,
892,29.185,147.981,125.649,129.813,
893,29.217,145.841,126.175,129.963,
894,29.249,147.394,125.706,129.699,
895,29.281,148.384,125.698,129.468,
896,29.313,148.54,125.617,130.175,
897,29.345,148.807,125.541,129.838,
898,29.381,151.281,125.827,129.85,
899,29.413,151.724,125.682,130.002,
900,29.445,149.836,125.327,130.067,
901,29.477,151.069,125.369,129.478,
902,29.509,148.805,125.796,129.739,
903,29.545,150.597,125.896,129.726,
904,29.577,152.311,125.603,130.181,
905,29.609,151.236,125.865,130.201,
906,29.641,149.509,125.604,130.006,
907,29.673,149.765,125.532,130.345,
908,29.709,149.307,126.307,129.773,
909,29.741,147.266,126.126,130.205,
910,29.773,146.082,126.019,129.885,
911,29.805,145.541,125.604,129.726,
912,29.837,143.015,125.505,130.521,
913,29.869,144.621,125.878,130.381,
914,29.905,148.581,126.031,129.897,
915,29.937,149.72,125.984,129.936,
916,29.969,149.618,125.719,130.204,
917,30.001,150.382,125.777,130.267,
918,30.033,150.862,126.045,129.928,
919,30.069,149.913,125.634,130.602,
920,30.101,148.685,125.839,130.135,
921,30.133,145.78,126.091,130.505,
922,30.165,144.018,126.053,130.265,
923,30.197,142.857,126.133,129.826,
924,30.233,142.867,126.359,129.962,
925,30.265,145.841,126.112,130.405,
926,30.297,147.858,126.181,130.525,
927,30.329,144.444,126.239,130.102,
928,30.361,144.62,126.003,130.064,
929,30.393,145.132,125.999,130.058,
930,30.429,145.43,125.704,130.057,
931,30.461,147.058,126.049,130.17,
932,30.493,146.041,126.367,129.866,
933,30.525,148.927,126.318,130.111,
934,30.557,147.842,126.371,130.339,
935,30.593,149.26,126.369,129.89,
936,30.625,149.134,126.027,130.48,
937,30.657,149.125,126.241,130.785,
938,30.689,145.804,126.397,130.469,
939,30.721,146.628,126.195,130.473,
940,30.757,145.98,126.219,130.43,
941,30.789,147.931,126.299,130.093,
942,30.821,149.527,126.301,130.291,
943,30.853,146.225,126.132,130.176,
944,30.885,145.285,126.052,130.637,
945,30.917,143.868,125.981,130.563,
946,30.953,145.702,126.112,130.241,
947,30.985,146.758,125.992,130.583,
948,31.017,150.487,125.95,130.196,
949,31.049,150.99,125.766,130.18,
950,31.081,151.822,125.685,130.336,
951,31.117,149.838,125.915,130.018,
952,31.149,146.054,126.002,130.326,
953,31.181,143.6,126.444,130.076,
954,31.213,144.025,126.007,130.117,
955,31.245,146.12,125.856,130.105,
956,31.281,146.457,125.791,129.79,
957,31.313,146.803,126.031,129.743,
958,31.345,148.756,125.756,129.71,
959,31.377,149.973,125.849,129.73,
960,31.409,148.591,125.576,129.856,
961,31.441,151.335,125.797,130.218,
962,31.477,150.092,126.023,130.217,
963,31.509,152.216,125.723,130.455,
964,31.541,154.031,125.954,130.127,
965,31.573,152.247,126.156,129.926,
966,31.605,150.883,126.192,130.01,
967,31.641,148.043,126.626,130.045,
968,31.673,147.421,126.532,130.166,
969,31.705,143.948,126.406,129.923,
970,31.737,145.015,126.818,130.459,
971,31.769,147.066,126.245,130.793,
972,31.805,147.991,126.642,130.361,
973,31.837,149.362,126.172,130.647,
974,31.869,152.533,126.379,130.675,
975,31.901,155.097,126.168,130.561,
976,31.933,149.895,126.826,129.896,
977,31.965,148.644,126.688,130.072,
978,32.001,151.426,126.354,130.399,
979,32.033,150.717,126.539,130.416,
980,32.065,155.26,126.865,130.125,
981,32.097,150.828,127.029,130.404,
982,32.129,145.433,127.184,130.711,
983,32.165,144.592,127.272,130.741,
984,32.197,147.316,127.379,131.298,
985,32.229,148.514,127.545,131.049,
986,32.261,145.406,127.677,130.872,
987,32.293,148.356,127.73,130.737,
988,32.329,150.333,127.435,131.186,
989,32.361,148.792,127.533,130.723,
990,32.393,149.857,127.278,130.425,
991,32.425,149.989,127.151,130.509,
992,32.457,146.975,127.155,129.861,
993,32.489,146.566,126.968,130.152,
994,32.525,147.944,127.128,129.687,
995,32.557,147.464,127.006,130.128,
996,32.589,148.647,126.788,129.908,
997,32.621,145.587,126.561,130.527,
998,32.653,146.412,126.296,130.47,
999,32.689,148.313,127.033,130.601,
1000,32.721,147.423,126.746,130.49,
1001,32.753,147.56,127.13,130.004,
1002,32.785,147.544,127.096,130.153,
1003,32.817,148.926,126.675,130.433,
1004,32.853,152.331,126.978,130.095,
1005,32.885,151.023,126.586,130.65,
1006,32.917,152.238,126.973,130.108,
1007,32.949,150.614,126.819,130.256,
1008,32.981,147.602,127.045,129.591,
1009,33.013,146.764,127.053,130.326,
1010,33.049,146.163,126.799,129.836,
1011,33.081,144.502,126.582,130.505,
1012,33.113,144.517,126.672,130.36,
1013,33.145,146.09,126.343,130.443,
1014,33.177,146.837,126.6,130.194,
1015,33.213,150.278,126.287,130.311,
1016,33.245,147.712,126.627,130.142,
1017,33.277,146.136,126.771,130.063,
1018,33.309,149.122,126.254,130.454,
1019,33.341,150.576,126.688,129.947,
1020,33.377,151.975,125.912,130.398,
1021,33.409,152.528,126.335,130.353,
1022,33.441,149.048,126.912,130.064,
1023,33.473,148.508,126.42,129.965,
1024,33.505,146.375,126.381,129.922,
1025,33.537,146.662,126.469,130.13,
1026,33.573,145.384,126.596,129.944,
1027,33.605,145.93,126.26,129.689,
1028,33.637,147.716,126.132,130.02,
1029,33.669,149.841,126.621,130.13,
1030,33.701,153.375,126.188,130.453,
1031,33.737,151.335,125.476,130.185,
1032,33.769,151.3,125.886,129.664,
1033,33.801,151.609,125.699,130.051,
1034,33.833,150.379,125.718,130.06,
1035,33.865,152.85,126.024,130.474,
1036,33.901,153.386,126.4,130.358,
1037,33.933,151.27,126.318,129.844,
1038,33.965,150.145,125.928,129.749,
1039,33.997,148.377,125.637,129.465,
1040,34.029,150.018,125.769,129.446,
1041,34.061,148.015,125.452,129.879,
1042,34.097,148.28,125.927,129.559,
1043,34.129,146.065,125.661,129.978,
1044,34.161,148.355,125.288,129.878,
1045,34.193,150.028,125.897,129.322,
1046,34.225,151.141,125.401,129.529,
1047,34.261,149.573,125.348,129.756,
1048,34.293,148.928,125.743,129.669,
1049,34.325,150.458,125.845,129.731,
1050,34.357,150.772,125.876,129.885,
1051,34.389,153.083,126.056,129.36,
1052,34.425,152.075,126.477,129.999,
1053,34.457,147.224,126.518,129.61,
1054,34.489,146.622,125.94,129.801,
1055,34.521,145.317,125.722,129.828,
1056,34.553,142.54,125.913,129.801,
1057,34.585,141.372,125.692,129.934,
1058,34.621,141.001,125.799,130.334,
1059,34.653,144.808,126.315,129.727,
1060,34.685,147.919,126.033,129.824,
1061,34.717,149.504,125.985,129.864,
1062,34.749,149.896,125.616,129.886,
1063,34.785,149.138,125.687,130.122,
1064,34.817,150.928,126.02,130.183,
1065,34.849,152.835,125.836,129.861,
1066,34.881,153.666,125.747,130.08,
1067,34.913,148.283,125.968,129.823,
1068,34.949,149.669,126.287,130.103,
1069,34.981,150.481,125.622,129.831,
1070,35.013,148.06,126.024,129.472,
1071,35.045,146.171,125.799,129.665,
1072,35.077,146.144,125.333,129.921,
1073,35.109,146.862,125.899,130.146,
1074,35.145,144.071,126.534,129.857,
1075,35.177,146.315,126.655,130.399,
1076,35.209,143.914,126.774,130.866,
1077,35.241,145.849,126.373,130.513,
1078,35.273,147.602,126.212,130.776,
1079,35.309,145.872,127.083,129.652,
1080,35.341,150.544,126.602,130.311,
1081,35.373,151.858,126.07,130.2,
1082,35.405,149.629,126.618,130.311,
1083,35.437,150.681,126.317,129.984,
1084,35.473,149.022,126.332,130.153,
1085,35.505,148.085,126.674,130.436,
1086,35.537,146.867,126.515,130.438,
1087,35.569,144.925,126.007,130.485,
1088,35.601,145.313,126.552,130.439,
1089,35.633,142.99,126.542,130.327,
1090,35.669,146.806,126.939,130.537,
1091,35.701,144.047,126.735,130.011,
1092,35.733,147.421,126.803,130.482,
1093,35.765,147.057,126.586,129.921,
1094,35.797,145.755,126.491,129.829,
1095,35.833,146.726,126.772,130.009,
1096,35.865,144.922,126.264,130.255,
1097,35.897,146.395,126.114,130.121,
1098,35.929,147.294,126.283,129.846,
1099,35.961,146.632,126.272,130.25,
1100,35.997,146.624,126.841,129.624,
1101,36.029,146.429,126.503,129.899,
1102,36.061,144.674,126.011,130.304,
1103,36.093,143.388,126.148,130.234,
1104,36.125,140.336,126.759,130.139,
1105,36.157,143.678,126.898,130.18,
1106,36.193,146.234,126.989,130.284,
1107,36.225,147.771,126.137,130.333,
1108,36.257,148.954,126.012,130.693,
1109,36.289,147.032,126.663,130.295,
1110,36.321,145.782,126.486,130.442,
1111,36.357,147.455,126.501,130.879,
1112,36.389,147.698,126.329,130.405,
1113,36.421,149.468,126.796,130.272,
1114,36.453,152.397,126.3,130.311,
1115,36.485,148.559,126.546,130.173,
1116,36.521,148.597,126.413,130.356,
1117,36.553,145.859,126.272,130.322,
1118,36.585,142.257,126.801,130.046,
1119,36.617,146.683,125.886,130.431,
1120,36.649,145.789,126.46,129.858,
1121,36.681,148.971,126.539,129.994,
1122,36.717,151.539,126.458,130.245,
1123,36.749,152.006,126.799,130.223,
1124,36.781,154.021,126.125,130.065,
1125,36.813,148.837,126.254,130.065,
1126,36.845,149.748,126.187,130.236,
1127,36.881,150.679,126.115,130.323,
1128,36.913,151.122,126.324,130.984,
1129,36.945,154.12,126.113,130.479,
1130,36.977,155.527,125.95,130.075,
1131,37.009,150.319,126.244,130.049,
1132,37.045,149.152,126.19,130.117,
1133,37.077,150.648,126.033,129.923,
1134,37.109,150.719,125.62,129.644,
1135,37.141,156.755,127.225,130.7,
1136,37.173,147.982,125.712,129.495,
1137,37.205,150.478,126.15,129.392,
1138,37.241,154.212,125.682,129.482,
1139,37.273,158.572,125.662,129.431,
1140,37.305,154.437,125.736,129.508,
1141,37.337,151.359,125.554,129.221,
1142,37.369,152.065,125.285,130.203,
1143,37.405,154.749,125.718,129.522,
1144,37.437,154.182,125.34,129.625,
1145,37.469,156.325,125.374,129.558,
1146,37.501,155.313,125.507,129.273,
1147,37.533,159.973,125.813,129.968,
1148,37.569,150.028,125.646,129.786,
1149,37.601,151.205,125.373,129.734,
1150,37.633,147.737,125.808,129.468,
1151,37.665,149.903,126.22,129.459,
1152,37.697,149.531,125.847,129.347,
1153,37.729,150.244,126.082,129.715,
1154,37.765,152.18,126.234,129.617,
1155,37.797,151.965,125.764,129.742,
1156,37.829,151.53,125.596,130.223,
1157,37.861,153.612,126.234,130.192,
1158,37.893,171.711,126.03,130.98,
1159,37.929,153.586,125.397,130.202,
1160,37.961,164.12,126.994,131.001,
1161,37.993,155.612,125.891,130.151,
1162,38.025,156.306,126.145,130.378,
1163,38.057,156.499,126.248,129.762,
1164,38.093,160.254,125.076,129.87,
1165,38.125,169.44,125.905,130.97,
1166,38.157,155.155,125.386,130.394,
1167,38.189,153.462,125.273,130.033,
1168,38.221,154.457,125.556,130.586,
1169,38.253,152.427,125.891,130.236,
1170,38.289,153.579,125.676,130.553,
1171,38.321,153.6,125.823,130.206,
1172,38.353,153.749,125.737,130.196,
1173,38.385,154.601,126.161,130.24,
1174,38.417,154.776,125.594,130.334,
1175,38.453,155.388,125.265,130.636,
1176,38.485,153.113,125.891,130.059,
1177,38.517,154.195,126.213,129.975,
1178,38.549,153.44,125.642,130.304,
1179,38.581,152.688,125.562,130.344,
1180,38.617,167.788,126.39,130.28,
1181,38.649,152.653,125.593,130.311,
1182,38.681,151.234,125.296,130.258,
1183,38.713,151.105,125.345,130.272,
1184,38.745,154.742,125.813,130.257,
1185,38.777,154.585,126.184,130.555,
1186,38.813,155.712,126.239,130.317,
1187,38.845,151.469,125.864,130.52,
1188,38.877,154.699,126.031,130.576,
1189,38.909,155.605,125.879,130.475,
1190,38.941,156.616,125.824,130.347,
1191,38.977,154.295,125.919,130.425,
1192,39.009,151.32,126.178,130.202,
1193,39.041,151.609,125.832,130.413,
1194,39.073,154.29,125.903,130.349,
1195,39.105,155.308,126.017,130.109,
1196,39.141,153.164,125.647,130.238,
1197,39.173,152.468,125.484,130.212,
1198,39.205,149.781,125.492,130.19,
1199,39.237,151.044,125.811,130.326,
1200,39.269,153.925,126.148,130.333,
1201,39.301,154.577,125.982,129.936,
1202,39.337,157.596,126.157,130.24,
1203,39.369,154.234,126.237,130.723,
1204,39.401,152.537,125.938,131.208,
1205,39.433,156.362,125.404,130.477,
1206,39.465,158.601,125.48,130.265,
1207,39.501,157.261,125.754,130.093,
1208,39.533,156.659,125.556,130.109,
1209,39.565,155.449,126.061,130.082,
1210,39.597,155.879,125.665,130.153,
1211,39.629,155.764,125.34,130.239,
1212,39.665,152.018,125.625,129.998,
1213,39.697,148.481,125.44,130.29,
1214,39.729,149.89,125.979,129.784,
1215,39.761,154.283,125.847,130.657,
1216,39.793,157.802,125.646,131.163,
1217,39.825,155.444,125.947,130.264,
1218,39.861,158.537,125.443,130.227,
1219,39.893,160.505,125.034,129.871,
1220,39.925,158.656,124.928,130.232,
1221,39.957,160.466,125.04,130.321,
1222,39.989,158.376,125.314,130.039,
1223,40.025,158.95,125.443,130.202,
1224,40.057,157.359,125.622,129.702,
1225,40.089,157.974,125.258,130.162,
1226,40.121,155.897,125.542,129.773,
1227,40.153,154.013,125.412,130.13,
1228,40.189,156.894,125.618,130.196,
1229,40.221,155.653,125.472,130.004,
1230,40.253,155.979,125.906,129.944,
1231,40.285,154.146,126.097,130.04,
1232,40.317,158.374,126.285,130.862,
1233,40.349,157.337,126.435,130.217,
1234,40.385,157.175,125.888,129.936,
1235,40.417,158.6,125.856,130.586,
1236,40.449,158.54,126.023,130.888,
1237,40.481,157.075,126.467,130.879,
1238,40.513,156.926,126.122,130.394,
1239,40.549,159.241,125.445,130.553,
1240,40.581,156.916,125.984,130.499,
1241,40.613,157.019,126.058,130.067,
1242,40.645,158.472,125.63,130.075,
1243,40.677,155.263,125.693,130.025,
1244,40.713,156.46,125.298,130.317,
1245,40.745,156.051,125.277,130.404,
1246,40.777,156.913,126.047,130.209,
1247,40.809,153.327,125.889,130.329,
1248,40.841,153.466,126.798,130.706,
1249,40.873,158.895,126.171,130.448,
1250,40.909,159.609,125.832,130.122,
1251,40.941,157.903,125.14,130.233,
1252,40.973,156.111,125.152,130.447,
1253,41.005,156.384,125.439,130.734,
1254,41.037,157.349,125.801,131.177,
1255,41.073,155.877,125.578,131.191,
1256,41.105,154.425,125.818,130.372,
1257,41.137,157.872,125.717,130.904,
1258,41.169,159.623,126.06,130.391,
1259,41.201,158.458,125.443,130.591,
1260,41.237,159.122,125.414,131.311,
1261,41.269,158.427,126.008,131.035,
1262,41.301,156.159,126.025,130.922,
1263,41.333,155.549,125.778,131.534,
1264,41.365,159.229,126.361,131.073,
1265,41.397,160.31,126.098,130.862,
1266,41.433,165.831,126.355,131.029,
1267,41.465,159.678,126.139,130.748,
1268,41.497,158.695,126.526,130.069,
1269,41.529,159.369,125.609,130.039,
1270,41.561,159.558,125.564,130.641,
1271,41.597,158.54,125.416,130.656,
1272,41.629,159.47,125.796,129.912,
1273,41.661,163.166,125.268,130.404,
1274,41.693,158.917,125.591,130.451,
1275,41.725,156.207,125.699,130.453,
1276,41.761,156.159,125.639,130.544,
1277,41.793,152.768,125.553,130.954,
1278,41.825,155.41,126.006,130.659,
1279,41.857,158.919,126.584,130.3,
1280,41.889,157.211,125.733,131.089,
1281,41.921,155.936,126.017,130.4,
1282,41.957,155.558,125.765,131.044,
1283,41.989,156.3,126.123,130.298,
1284,42.021,158.761,126.012,130.389,
1285,42.053,158.555,125.593,130.185,
1286,42.085,157.837,125.921,130.362,
1287,42.121,157.524,125.737,131.124,
1288,42.153,158.004,126.223,130.844,
1289,42.185,156.126,125.747,131.763,
1290,42.217,156.607,126.366,130.825,
1291,42.249,153.134,126.05,130.746,
1292,42.285,155.445,126.497,131.02,
1293,42.317,151.474,126.757,130.713,
1294,42.349,154.58,126.761,130.842,
1295,42.381,156.249,126.148,130.786,
1296,42.413,157.155,125.889,130.798,
1297,42.445,157.7,126.328,130.954,
1298,42.481,156.712,126.296,131.008,
1299,42.513,157.366,126.435,131.106,
1300,42.545,155.858,125.959,131.261,
1301,42.577,154.793,126.257,130.912,
1302,42.609,156.484,125.998,131.256,
1303,42.645,160.264,126.418,131.484,
1304,42.677,155.945,126.596,131.363,
1305,42.709,168.34,127.097,130.762,
1306,42.741,169.182,126.832,131.588,
1307,42.773,159.946,126.867,130.819,
1308,42.809,180.419,128.147,130.894,
1309,42.841,158.218,126.304,130.747,
1310,42.873,155.601,125.578,130.888,
1311,42.905,160.013,125.992,130.917,
1312,42.937,158.322,126.32,131.189,
1313,42.969,158.752,126.507,131.043,
1314,43.005,158.552,126.432,131.009,
1315,43.037,156.553,126.265,130.436,
1316,43.069,155.839,126.026,130.416,
1317,43.101,155.244,125.933,130.729,
1318,43.133,156.8,125.597,130.952,
1319,43.169,157.622,125.953,130.918,
1320,43.201,154.521,126.357,131.043,
1321,43.233,152.844,126.768,130.792,
1322,43.265,153.227,127.144,131.482,
1323,43.297,155.732,126.546,131.288,
1324,43.333,155.299,126.114,131.071,
1325,43.365,156.412,126.361,130.679,
1326,43.397,157.109,125.576,131.965,
1327,43.429,161.473,126.233,131.464,
1328,43.461,157.729,125.951,131.106,
1329,43.493,160.042,125.999,131.131,
1330,43.529,161.006,125.505,131.038,
1331,43.561,159.776,125.926,130.474,
1332,43.593,157.615,125.999,131.117,
1333,43.625,161.213,126.002,131.214,
1334,43.657,175.843,125.684,130.547,
1335,43.693,159.193,125.737,131.128,
1336,43.725,160.95,125.678,131.078,
1337,43.757,158.425,126.342,130.821,
1338,43.789,160.225,126.222,130.956,
1339,43.821,160.54,125.437,130.691,
1340,43.857,158.713,125.542,130.938,
1341,43.889,159.968,125.192,130.768,
1342,43.921,160.802,124.663,131.126,
1343,43.953,160.368,124.93,130.711,
1344,43.985,159.672,126.176,130.38,
1345,44.017,157.101,126.109,130.544,
1346,44.053,163.448,126.076,130.883,
1347,44.085,158.245,125.848,130.846,
1348,44.117,159.056,125.446,130.605,
1349,44.149,161.552,125.489,130.415,
1350,44.181,159.582,125.251,130.851,
1351,44.217,233.791,127.39,134.9,
1352,44.249,155.851,125.265,130.4,
1353,44.281,158.058,124.985,130.816,
1354,44.313,159.293,125.076,130.713,
1355,44.345,158.931,124.696,130.614,
1356,44.381,154.695,125.179,130.004,
1357,44.413,151.934,124.868,129.175,
1358,44.445,148.789,124.642,129.994,
1359,44.477,157.643,123.982,130.111,
1360,44.509,161.885,123.933,129.618,
1361,44.541,156.737,123.761,130.15,
1362,44.577,155.799,124.072,130.219,
1363,44.609,155.134,124.68,130.464,
1364,44.641,156.666,125.548,130.486,
1365,44.673,158.46,125.378,130.79,
1366,44.705,155.756,124.985,130.336,
1367,44.741,156.723,124.909,130.486,
1368,44.773,159.717,124.816,130.873,
1369,44.805,160.605,125.453,130.462,
1370,44.837,163.067,125.559,131.677,
1371,44.869,158.796,126.436,131.146,
1372,44.905,154.655,126.759,131.159,
1373,44.937,154.937,126.797,131.153,
1374,44.969,152.963,126.434,130.99,
1375,45.001,158.778,125.963,130.677,
1376,45.033,157.062,126.203,130.783,
1377,45.065,160.223,125.285,130.853,
1378,45.101,160.213,125.516,130.251,
1379,45.133,152.924,125.111,130.633,
1380,45.165,161.767,125.46,130.358,
1381,45.197,242.513,128.001,130.203,
1382,45.229,160.651,124.876,130.628,
1383,45.265,160.954,124.694,130.225,
1384,45.297,157.649,125.095,130.421,
1385,45.329,158.128,125.016,130.306,
1386,45.361,161.218,125.094,130.46,
1387,45.393,159.165,124.943,130.229,
1388,45.429,155.664,124.599,129.948,
1389,45.461,152.895,124.653,130.008,
1390,45.493,151.701,125.504,129.674,
1391,45.525,152.263,125.59,129.438,
1392,45.557,155.44,125.262,129.996,
1393,45.589,154.353,125.022,130.302,
1394,45.625,156.283,125.225,129.96,
1395,45.657,157.106,124.978,130.026,
1396,45.689,157.359,125.129,129.462,
1397,45.721,162.356,125.28,129.724,
1398,45.753,162.271,125.002,130.136,
1399,45.789,158.933,124.814,130.375,
1400,45.821,155.971,124.41,129.806,
1401,45.853,155.955,124.584,130.029,
1402,45.885,155.268,124.692,130.301,
1403,45.917,153.75,125.122,129.656,
1404,45.953,151.891,124.925,129.995,
1405,45.985,154.355,125.622,130.189,
1406,46.017,166.485,126.261,129.958,
1407,46.049,162.706,125.23,130.71,
1408,46.081,151.298,124.74,130.258,
1409,46.113,153.653,124.591,129.94,
1410,46.149,156.94,124.442,129.595,
1411,46.181,163.789,124.587,129.805,
1412,46.213,159.314,124.441,129.493,
1413,46.245,158.953,124.028,129.96,
1414,46.277,158.17,124.247,129.591,
1415,46.313,151.603,124.99,129.558,
1416,46.345,155.225,125.771,129.864,
1417,46.377,151.534,125.018,129.441,
1418,46.409,154.617,125.391,129.928,
1419,46.441,157.343,125.383,129.535,
1420,46.477,156.0,124.84,129.603,
1421,46.509,151.477,124.234,129.855,
1422,46.541,149.856,124.664,129.196,
1423,46.573,177.307,126.059,130.84,
1424,46.605,154.704,124.491,129.89,
1425,46.637,155.9,124.479,129.958,
1426,46.673,152.338,124.217,130.091,
1427,46.705,153.097,124.666,129.805,
1428,46.737,155.195,124.113,129.727,
1429,46.769,155.446,124.104,130.084,
1430,46.801,156.187,124.372,129.645,
1431,46.837,155.973,124.203,129.812,
1432,46.869,156.046,124.776,129.499,
1433,46.901,152.397,124.928,129.804,
1434,46.933,149.648,125.31,130.291,
1435,46.965,153.022,125.196,130.056,
1436,47.001,155.385,124.893,129.95,
1437,47.033,149.662,124.803,129.854,
1438,47.065,149.36,124.686,129.816,
1439,47.097,152.552,124.878,129.617,
1440,47.129,154.236,124.146,129.735,
1441,47.161,153.359,124.085,129.671,
1442,47.197,150.451,123.734,129.638,
1443,47.229,152.704,124.282,129.5,
1444,47.261,154.238,124.795,130.115,
1445,47.293,154.825,124.424,130.014,
1446,47.325,154.02,124.578,129.801,
